time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts-db_disk,catalogue-db_disk,front-end_disk,orders_disk,orders-db_disk,rabbitmq_disk,user-db_disk,carts_power,carts-db_power,catalogue_power,catalogue-db_power,front-end_power,orders_power,orders-db_power,payment_power,queue-master_power,rabbitmq_power,shipping_power,user_power,user-db_power
1701315153.893,0.07401280676826306,0.051279427972539586,0.018931668037635022,0.013183016831321066,0.07598735180221168,0.0044837570374825515,0.006316029732084501,0.0028363134347437055,0.012212305551593826,0.09850107654684195,0.002941842345620613,0.019273877730815327,0.014508222551440408,22286869.35300179,12461362.965675058,989170.3215709112,8682830.589096231,10964311.682666184,30479915.70073762,3178392.507079067,1200952.7948722632,154782605.71917567,11133648.763445804,27786801.35366253,798921.9767089329,2141456.9730224055,32358.081602400707,1162626.6361556065,3205.2994594988077,4400464.837175265,190815.2870856729,1233.1777811229867,0,0,25647756.97069101,7512057.221660384,0,2045.3337613468157,599.3232738911752,0,3524.2471395881007,0,0,0,0,0,0,0,0,0,0,74.9154092363969,0,0,0,0,0,0,0,0.20600671726060607,0.1695846468436364,0.07648018181818182,0.041764452986060616,0.14956735750909092,0.02484436363636364,0.045332000000000004,0.02298031005515152,0.11815543188363638,0.5641522363636364,0.025141726026060608,0.08957007499757579,0.05469540000000001
1701315158.893,0.20098889354336308,0.14170960453791231,0.049163621281837405,0.026917075748037464,0.14973207562025995,0.16598688822501917,0.005963359927907354,0.0028053453090909,0.012466009119935423,0.09856192861538471,0.0028433606507059263,0.028042332820893124,0.017360552194468085,22628571.261104498,14726067.09472621,1317424.7309880075,17539431.787883278,11011473.234716494,65483590.477065906,3746328.0929352776,957644.7999999999,159313249.5596007,10953334.153846152,27571716.75152565,810295.4911287552,2120820.910391798,32786.00604450957,2277090.5418079505,3190.609035904496,8907025.329580802,267600.5117024919,17817581.174740326,0,0,26398891.36817381,9235608.904977374,0,2074.261633900635,519.3544296918868,0,8421.90318158863,0,0,0,16718586.178288449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26585378256787884,0.21511685574484848,0.1157452930848485,0.04045874545454546,0.2844713416339394,0.03142826029878788,0.042352509090909096,0.01873425454545455,0.11847132838606061,0.5697293636363637,0.023163454545454546,0.10489615794,0.05990772727272728
1701315163.893,0.34220493460315154,0.23728348076888914,0.06587273704533438,0.04442764618332944,0.21499429927166522,0.4235594104625568,0.005878051118210847,0.003441945706861276,0.012296975350770508,0.09413313512314195,0.0028694793907611815,0.038775244840796634,0.021471236635953246,15176910.885992168,14500993.024617951,1004845.3454273903,16971029.265322205,8426643.805510653,103541697.50986776,3830535.828388863,1203262.7485671109,131298237.96126549,13419466.607499447,20500306.623950746,409688.82142469916,2183682.7694258965,32908.973911125,2242073.0906444686,3207.984991712657,8616095.998853745,301823.05610549066,17629108.90008549,0,209702.88052192182,26112827.110522207,11315196.213297835,0,2072.4999096461747,763.9795575782446,0,13958.431692728209,0,0,0,29851896.507703222,74.77863989046097,0,0,0,0,0,10466.519938821952,0,0,0,0,0,0,0,0.28035608907878795,0.20808260226303027,0.14701785402363637,0.06240947408969697,0.28879846403151516,0.0573809197909091,0.03386532727272728,0.016704763636363636,0.1140844075121212,0.5526010727272728,0.02070645454545455,0.11622098264424244,0.06438247272727274
1701315168.893,0.4547608523823966,0.30083470162566567,0.080475073265485,0.05373927458022666,0.28315930296797237,0.7694508608912407,0.0055253870218480074,0.004364981303167433,0.012188366377440335,0.08641944308365224,0.0028194474988244528,0.05755016317855406,0.027542413764510856,14727464.402304795,14690518.198820313,1005472.8241044722,25894835.682120655,11575743.755509844,124504104.98832177,3173010.0892792335,1181723.8009049774,130759394.93853942,11032475.596865317,20715045.538394764,413578.7131667963,2108248.3235993944,31930.927448846705,3394918.7167314054,3212.3732399503906,13155499.808572315,3080500.7346459003,33239110.431792125,0,205949.10407239816,26005675.777295735,9301137.379260067,0,2074.5618001917405,738.3372990121854,0,18561.933534743202,0,0,0,35584012.45040304,74.32677651157726,0,0,0,0,0,10115.22099646694,0,0,0,0,0,0,0,0.5104040623260606,0.36057218339757574,0.1748237477672727,0.08387210713030305,0.4251402706436364,0.1206328922569697,0.027192963636363643,0.01303069090909091,0.1122162209121212,0.43471774545454556,0.018346709090909095,0.12168765454545455,0.06731394545454547
1701315173.893,0.5677387235694562,0.39114941177220897,0.09443863980973802,0.06445708601710015,0.3477511294420388,1.0311165456289892,0.00540447814872136,0.005880858823101672,0.012188774127310066,0.08009628463596052,0.0026521375843797483,0.07529676314717809,0.03534350511836789,22358002.05846771,12419445.211845104,1015113.7576703825,33721957.96223726,11688404.327419676,144963737.98102266,3219008.0330164344,1190177.316439128,131446089.07706565,13306634.421604192,27708427.669303913,811379.7028946418,2067950.9909655063,32320.687600440586,3443998.906605923,3197.56000145238,12853589.454934092,5735498.541217404,43112519.87158197,0,210127.65183879,26142246.806345515,11219762.119380016,0,2054.869001542146,724.1739007443291,0,25229.12072892939,0,0,0,46259509.39292717,75.46613604539759,0,0,0,0,0,10066.017220346175,0,0,0,0,0,0,0,0.7259913111478788,0.49888738716848485,0.16878680745393942,0.08517244192000001,0.5617045026115153,0.15811411639727274,0.022968654545454548,0.012509772235151517,0.11003952907212122,0.35272660000000006,0.018022545454545454,0.11273263741151517,0.06263409586424243
1701315178.893,0.6814729131640921,0.45289988047368956,0.10663118754573386,0.07530367299765775,0.4104817425672135,1.3183917102841132,0.005038216239797874,0.007111537027653109,0.01208445785715582,0.07574180910361858,0.0024944984632475236,0.09164154910360706,0.041388972018246636,22597932.436625116,12136574.552577686,1362086.345675399,34379164.23655875,12132402.30659777,171445107.0300411,2538026.4301165184,1186710.2939047343,105112533.00386998,15373628.04800552,21205009.442695796,820364.8930808553,2168917.371309894,32667.53052397204,4482295.361054224,3222.0108297965758,17469934.959054347,5971837.939039917,65116997.78093056,0,210967.42435210655,26138446.99213285,12961928.354848666,0,2064.367485060119,759.5312268209464,0,29759.91452230433,0,0,0,58908857.745978385,74.45512878774109,0,0,0,0,0,10557.484052811154,0,0,0,0,0,0,0,0.7407488433612122,0.509941412209697,0.1687688204921212,0.08677426616060605,0.5623994489496971,0.8443941868650504,0.02127467272727273,0.014422018181818184,0.1104131987060606,0.31812876363636367,0.016044727272727276,0.14852826423333335,0.07340063636363636
1701315183.893,0.7814244386263314,0.5340256336511173,0.12028370459770137,0.08615961994217071,0.484682938008813,1.5862513411971157,0.004879062129253826,0.008276854755294237,0.011541785561748934,0.07026333428198527,0.0024221481239499413,0.10558525239783317,0.04752550550455363,22451739.161902007,12409693.617640637,1669443.6781609198,42495163.23341894,9097675.48456113,180681168.99146992,2564071.4771078583,1186351.2076505707,104697365.57115969,15350013.559076244,21379177.898077283,1224134.3146605243,1427255.4771222703,32386.769921111678,4584339.422167236,3163.218390804598,17279321.851259854,5826103.820281762,70659442.97062628,0,211537.84455695283,26035796.727957144,12943466.918029223,0,2063.810260747512,661568.1942869682,0,35695.80088785387,0,0,0,62646384.34677997,75.22359552625295,0,0,0,0,0,10486.81467393292,0,0,0,0,0,0,0,0.9636543959066668,0.6489049137951515,0.1950267843830303,0.10537405553878788,0.5669965474460607,0.8318558441393938,0.016076618181818186,0.0155174,0.11038485862303032,0.23258203636363642,0.014183127272727275,0.14917669466484848,0.0663661090909091
1701315188.893,0.8907032462142576,0.5936446238034295,0.1305178541723371,0.0969423538715473,0.5478900404561518,1.8729408624248436,0.004490138817008941,0.009471900652366208,0.01156383381392123,0.06474524335998522,0.0018476153676632487,0.12019914370743838,0.05317450974763357,30058753.149484634,9848239.837031964,2021133.3079309778,51493197.61304482,12027982.40564757,180347282.23172507,1920697.6821009745,963236.3261093914,79147870.49676973,15564724.712802133,21032883.273341656,1192954.7117623375,2121117.6075146715,32539.25721245615,5673304.4653963335,3195.7614355959568,17451071.409137905,8508069.291338583,70112990.17451239,0,214824.1191213328,26255319.63353652,13124516.055509605,0,2007.7376888468743,1310535.4385072403,0,40464.531016206674,0,0,0,62887836.983800165,75.17113545853292,0,0,0,0,0,10418.79394611094,0,0,0,0,0,0,0,1.188706772595152,0.7903115437369697,0.21357127535878787,0.10404466927818183,0.7053250449866666,1.4683851663375758,0.015937072727272728,0.015696545454545456,0.10559844444969699,0.2139939454545455,0.007829963636363638,0.17465777960363638,0.07856943636363638
1701315193.893,0.9985280941307955,0.6628096691776527,0.14280987418189622,0.10626094197033549,0.6073077513405336,2.1517471668347063,0.004298895552351587,0.010311481176101672,0.0019614933481759966,0.057778096535830464,0.0017844049638474622,0.14065436642542217,0.05848781515846345,37241585.69471483,7363249.6457716795,1996289.116984371,61476649.50156863,9522131.92302042,213943712.85452998,1909817.0934243423,722521.3140759596,52761984.4882019,15482751.143139336,21068781.63118871,1275765.800293959,1384772.5697221777,32265.339966832504,5644920.527306968,3149.529702085047,17861157.400360137,8675116.791538123,95182161.86687687,0,215026.2114253039,0,13056945.824340638,0,2133.76993060336,1282916.7955349367,0,45915.164559232355,0,0,0,62952711.41690284,74.7540744255653,0,0,0,0,0,10192.858031603831,0,0,0,0,0,0,0,1.2017292998769697,0.791156386509697,0.2132201428690909,0.10440707935090911,0.7084111401575758,1.8688559028726266,0.015098618181818183,0.014786363636363637,0.010226818181818184,0.11758776363636365,0.00628589090909091,0.1769844577345455,0.07114025454545456
1701315198.893,1.1082696963682053,0.7331279732475573,0.1563227502731244,0.11592703462277902,0.6437801035288433,2.439334172927678,0.0039318715371546124,0.011446292248713375,0.0018253917244841226,0.05257152423003532,0.0017956982871963091,0.15703080482787524,0.06588960535516959,37353888.02718875,7653374.367340886,2043450.54624909,59505223.781375214,9021535.522057425,236572967.1094315,1246271.0900473935,685678.115043938,51831924.702845156,13194352.103207054,13750662.176035156,1656788.043181446,1409732.205293574,32358.081602400707,6997880.717106362,3206.991988346687,21608852.507321633,8220993.336910059,107996211.31069373,0,204061.47813605014,0,11130164.58617244,0,2087.855673481277,1308369.20958713,0,51257.90244535494,0,0,0,72433710.66667666,73.25404632030761,0,0,0,0,0,10388.593996268048,0,0,0,0,0,0,0,1.4278827760012123,0.7911882676987879,0.216152295799394,0.10323335028787879,0.8470298835157575,2.0721370216689183,0.007732527272727274,0.014491899000606063,0.00573089090909091,0.10110850909090911,0.003334036363636364,0.1763630104587879,0.07141929090909092
