time,geospatialanalysisservice_cpu,surveyservice_cpu,surveyservice-db_cpu,transformation-consumer_cpu,transformation-worker_cpu,unicloudauth_cpu,unicloudauth-api_cpu,unicloudauth-db_cpu,geospatialanalysisservice_memory,surveyservice_memory,surveyservice-db_memory,transformation-consumer_memory,transformation-worker_memory,unicloudauth_memory,unicloudauth-api_memory,unicloudauth-db_memory,geospatialanalysisservice_memory_rss,surveyservice_memory_rss,surveyservice-db_memory_rss,transformation-consumer_memory_rss,transformation-worker_memory_rss,unicloudauth_memory_rss,unicloudauth-api_memory_rss,unicloudauth-db_memory_rss,geospatialanalysisservice_memory_cache,surveyservice_memory_cache,surveyservice-db_memory_cache,transformation-consumer_memory_cache,transformation-worker_memory_cache,unicloudauth_memory_cache,unicloudauth-api_memory_cache,unicloudauth-db_memory_cache,geospatialanalysisservice_energy,surveyservice_energy,surveyservice-db_energy,transformation-consumer_energy,transformation-worker_energy,unicloudauth_energy,unicloudauth-api_energy,unicloudauth-db_energy,geospatialanalysisservice_energy_Anomaly,geospatialanalysisservice_energy_Anomaly_Score,surveyservice_energy_Anomaly,surveyservice_energy_Anomaly_Score,surveyservice-db_energy_Anomaly,surveyservice-db_energy_Anomaly_Score,transformation-consumer_energy_Anomaly,transformation-consumer_energy_Anomaly_Score,transformation-worker_energy_Anomaly,transformation-worker_energy_Anomaly_Score,unicloudauth_energy_Anomaly,unicloudauth_energy_Anomaly_Score,unicloudauth-api_energy_Anomaly,unicloudauth-api_energy_Anomaly_Score,unicloudauth-db_energy_Anomaly,unicloudauth-db_energy_Anomaly_Score
1701129264.998,3.7971884752387655,0.1004068779512566,0.0308671179233566,7.31026985463076,95.25566747689224,0.1675386741700766,0.1643588430835233,0.0371240505247566,0.0,36116613.28186696,9231697.960683169,3068350.482433664,47257162.12709894,10992505.350793451,7936963.062273975,977436.8202466308,0.0,6883356.9964692285,0.0,0.0,12594084.809644785,1254.0964247775437,240959.490990465,0.0,0.0,0.0,0.0,0.0,7873233.216558672,0.0,0.0,0.0,0.3192721832181817,0.0633566699212118,0.0079615760151515,0.7539572520868685,5.730504093506819,0.0704093164671715,0.0776769151686866,0.0128376963393934,1,19.86030773249618,1,17.395379650164934,1,17.381401369209076,1,16.786586208042877,1,12.2209535308347,1,17.303291247538667,1,17.398665523676428,1,0.17671249877423956
1701129294.998,10.333536407609976,0.095718424444645,0.3715652043725633,18.25407499596889,307.2916296520419,0.1499141607460066,0.154805666651225,0.0362212517077183,0.0,24849165.623694163,10722428.196907718,9013323.283359202,123032788.2506756,9050498.241709352,7617346.101851589,662631.346160521,0.0,25.254019927000098,70811.81165451604,98.06707165740166,26760730.38048744,1791.480660624001,1434401.891415612,0.0,0.0,0.0,0.0,0.0,22083119.34754815,0.0,0.0,0.0,0.6612024063060603,0.0251441142010097,0.0024069775757575,1.5958208921398989,19.057517697015104,0.0272259147994946,0.034709242424242,0.0,1,16.88873489616028,1,17.382305542337534,1,17.381652406404896,1,11.943209596877573,1,13.59491058611994,1,17.298167747218958,1,17.381400010236536,0,-0.31620086644864803
1701129324.998,12.64765527690802,0.0931285070291716,0.3161479379740183,22.05696497724661,380.0180635242178,0.1508011055652449,0.1618677642774916,0.033592370339815,0.0,16782582.134607654,11366878.595677754,10345309.924123237,162202737.18052247,8386319.40394394,6086812.808399814,267904.53972943075,0.0,147.9150838765036,59334.30293872754,150.56484747242658,8298506.067582913,1331291.0223737117,946684.5239913872,0.0,0.0,0.0,0.0,0.0,26219092.77826598,0.0,0.0,0.0,0.6626890757575755,0.0132905932499998,0.0020058146464645,1.5088902727272726,24.663104818181814,0.0146310809555554,0.016634241372222,0.0012409507696967,1,16.87750479353021,1,17.38292682259602,1,17.3816893665495,1,12.278384315238071,1,16.16881133638289,1,17.302155896758347,1,17.382830277716746,0,-0.034809573312864495
1701129354.998,12.906342797115554,0.0884918106322899,0.0295787740791266,23.206127336953436,376.4960622100616,0.1552518239903266,0.1622310091787299,0.0342396514067799,0.0,30266931.49157551,662914.2152922895,10618519.124942409,159653397.40920094,8897716.00915144,4767350.513911427,401022.1114910114,0.0,207.95915937503457,0.0,25.16448741602401,0.0,2042038.9570188115,12.553634914797108,0.0,0.0,0.0,0.0,0.0,37257372.81007775,0.0,0.0,0.0,0.7901587727272726,0.0124531320661612,0.0,1.4485041818181816,24.067165803030303,0.0152423073626259,0.0121197636414139,0.0033340862191914,1,15.979533022807853,1,17.383054486895162,1,17.38140225242687,1,12.536192078594024,1,16.168766372541896,1,17.301905202906877,1,17.383991125423726,0,-0.22484064832143452
1701129384.998,14.46975361380663,0.0897752297480883,0.0331461371062316,23.35305307836592,374.6142792086462,0.15278689940297,0.1628824246614116,0.03474071763009,0.0,40232251.28606344,4090972.1100621927,11053974.383175183,137579383.6767877,7016559.346359793,4329991.136095785,126587.03923650428,0.0,224.9859819913543,0.0,0.0,0.0,338994.85866820446,0.0,0.0,0.0,0.0,0.0,0.0,41566523.82970332,0.0,0.0,0.0,0.8139937878787878,0.0119458755772723,0.0,1.586269196969697,23.374006945900508,0.0152987700171715,0.0106148986595956,0.0033838545525247,1,15.82655738383789,1,17.383137190325485,1,17.38140225242687,1,11.977930365598013,1,16.168360308092257,1,17.301882339019382,1,17.384449455223354,0,-0.19693207225696402
1701129414.998,15.718446179587474,0.08805308465803,0.0294287378136216,23.377847063787552,375.44539524665737,0.14981200066162,0.1634867313338983,0.0364485674600366,0.0,37370385.52971559,8005625.91399354,9852455.982386865,115222087.7667923,3198890.3294485635,5282969.177503764,335023.12084988336,0.0,74.53435044043091,0.0,0.0,0.0,2942.7555283117595,0.0,0.0,0.0,0.0,0.0,0.0,42891979.72803512,0.0,0.0,0.0,0.8035233484848482,0.0114426124949491,0.0,1.628755606060606,25.115514265060607,0.0145095779838381,0.0117942424242422,0.0012782770196967,1,15.89315440184378,1,17.383223250667903,1,17.38140225242687,1,11.827531126088594,1,16.16881668140931,1,17.302206425697648,1,17.384087243382393,0,-0.03578824668230329
1701129444.998,15.38733345067047,0.0897842478520383,0.0353454341220366,23.97385141790228,377.936749606577,0.1544575250365233,0.1602421173480066,0.0345833380785033,0.0,28723252.77235256,2676802.407231099,10177416.693744844,139902694.89300275,2151189.207486244,7620856.363612509,682138.6627471099,0.0,37.1971375640234,0.0,0.0,0.0,2390.936084038288,0.0,0.0,0.0,0.0,0.0,0.0,45973789.06216864,0.0,0.0,0.0,0.8580621969696968,0.0113378775474745,0.0,1.6726478181818178,26.26870389865,0.0176713274792926,0.0135823063792926,0.0,1,15.556812032436529,1,17.38324166284804,1,17.38140225242687,1,11.68318047473094,1,16.168817900709147,1,17.30096655482766,1,17.38357987923426,0,-0.31620086644864803
1701129474.998,14.3742848145109,0.094124729231515,0.0324462648212566,23.55879807647375,375.7948679510517,0.1509780256913066,0.1610911424364033,0.0327422656501766,0.0,21110588.12200512,4743252.39868006,11282516.61229979,158548317.0298684,7560662.270172897,5913860.059862106,402874.2500041385,0.0,220.0210916907528,0.0,0.0,0.0,1315.8529723785157,0.0,0.0,0.0,0.0,0.0,0.0,39567095.905868016,0.0,0.0,0.0,1.1603163484848484,0.0134953941893936,0.0015679739636363,1.5444206060606058,26.410152134706056,0.0173303072247472,0.0126055413166663,0.0,1,14.204655763267109,1,17.382897284737506,1,17.381732600972235,1,12.136207186433062,1,16.168817905809913,1,17.301092780383193,1,17.383850793086598,0,-0.31620086644864803
1701129504.998,14.290723265180633,0.1047815765595666,0.0312801009116066,23.25285295359114,375.9643975783779,0.1517414365168966,0.1602091764535033,0.0336261726270066,0.0,23095731.9555282,9953365.178948108,9026070.201689804,145642535.5209291,7954405.522694486,7170092.520270094,319957.41993273294,0.0,149.11053836785746,0.0,0.0,0.0,905.2895695864984,0.0,0.0,0.0,0.0,0.0,0.0,27632500.581705187,0.0,0.0,0.0,1.1975380454545452,0.0121997575070703,0.0023519609454545,1.5917478484848482,28.21606648962829,0.0141364576232319,0.0131568843560603,0.0,1,14.10252332943966,1,17.383095290237677,1,17.381657325147046,1,11.957950901020265,1,16.168817911712285,1,17.30236303325762,1,17.383696025437708,0,-0.31620086644864803
1701129534.998,14.529326192285184,0.0970106981795749,0.03425611485512,23.17268790786665,376.5358239118512,0.1522193319341399,0.158748804153055,0.0332153317541399,0.0,37584694.86188077,8544512.60985845,10777431.124166649,138462795.47996393,1786099.6386935867,8087673.752502001,790692.2407552324,0.0,5397263.66412464,0.0,787262.5206665462,0.0,1283.641855287212,0.0,0.0,0.0,0.0,0.0,0.0,32845482.05966586,0.0,0.0,0.0,1.0062509242424242,0.0115727287101008,0.000391993490909,1.8290176969696963,27.3451171732798,0.0138485638343431,0.012570198423737,0.0,1,14.781071337115318,1,17.38320061753456,1,17.381863679400617,1,11.261885913639475,1,16.16881791163779,1,17.30248535386762,1,17.383860877534634,0,-0.31620086644864803
