Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,0.0,0.312,0.464,0.218
birch,Recall,0.0,1.0,0.0,0.312,0.464,0.218
birch,F-Score,0.0,1.0,0.0,0.312,0.464,0.218
iforest,Precision,0.0,1.0,0.0,0.238,0.426,0.183
iforest,Recall,0.0,1.0,0.0,0.238,0.426,0.183
iforest,F-Score,0.0,1.0,0.0,0.238,0.426,0.183
knn,Precision,0.0,1.0,0.0,0.25,0.433,0.19
knn,Recall,0.0,1.0,0.0,0.25,0.433,0.19
knn,F-Score,0.0,1.0,0.0,0.25,0.433,0.19
lstm,Precision,0.0,1.0,0.0,0.225,0.418,0.177
lstm,Recall,0.0,1.0,0.0,0.225,0.418,0.177
lstm,F-Score,0.0,1.0,0.0,0.225,0.418,0.177
svm,Precision,0.0,1.0,0.0,0.238,0.426,0.183
svm,Recall,0.0,1.0,0.0,0.238,0.426,0.183
svm,F-Score,0.0,1.0,0.0,0.238,0.426,0.183
