Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,1.0,0.688,0.457,0.211
birch,Recall,0.0,1.0,1.0,0.658,0.455,0.209
birch,F-Score,0.0,1.0,1.0,0.663,0.448,0.203
iforest,Precision,0.0,1.0,1.0,0.675,0.462,0.216
iforest,Recall,0.0,1.0,1.0,0.646,0.459,0.213
iforest,F-Score,0.0,1.0,1.0,0.65,0.452,0.207
knn,Precision,0.0,1.0,1.0,0.675,0.462,0.216
knn,Recall,0.0,1.0,1.0,0.646,0.459,0.213
knn,F-Score,0.0,1.0,1.0,0.65,0.452,0.207
lstm,Precision,0.0,1.0,1.0,0.562,0.49,0.243
lstm,Recall,0.0,1.0,0.75,0.533,0.48,0.234
lstm,F-Score,0.0,1.0,0.667,0.538,0.475,0.229
svm,Precision,0.0,1.0,1.0,0.675,0.462,0.216
svm,Recall,0.0,1.0,1.0,0.646,0.459,0.213
svm,F-Score,0.0,1.0,1.0,0.65,0.452,0.207
