Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,0.0,0.388,0.487,0.24
birch,Recall,0.0,1.0,0.0,0.388,0.487,0.24
birch,F-Score,0.0,1.0,0.0,0.388,0.487,0.24
iforest,Precision,0.0,1.0,0.0,0.35,0.477,0.23
iforest,Recall,0.0,1.0,0.0,0.35,0.477,0.23
iforest,F-Score,0.0,1.0,0.0,0.35,0.477,0.23
knn,Precision,0.0,1.0,0.0,0.362,0.481,0.234
knn,Recall,0.0,1.0,0.0,0.362,0.481,0.234
knn,F-Score,0.0,1.0,0.0,0.362,0.481,0.234
lstm,Precision,0.0,1.0,0.0,0.262,0.44,0.196
lstm,Recall,0.0,1.0,0.0,0.262,0.44,0.196
lstm,F-Score,0.0,1.0,0.0,0.262,0.44,0.196
svm,Precision,0.0,1.0,0.0,0.275,0.447,0.202
svm,Recall,0.0,1.0,0.0,0.275,0.447,0.202
svm,F-Score,0.0,1.0,0.0,0.275,0.447,0.202
