Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,0.0,0.275,0.447,0.202
birch,Recall,0.0,1.0,0.0,0.275,0.447,0.202
birch,F-Score,0.0,1.0,0.0,0.275,0.447,0.202
iforest,Precision,0.0,1.0,0.0,0.212,0.409,0.169
iforest,Recall,0.0,1.0,0.0,0.212,0.409,0.169
iforest,F-Score,0.0,1.0,0.0,0.212,0.409,0.169
knn,Precision,0.0,1.0,0.0,0.2,0.4,0.162
knn,Recall,0.0,1.0,0.0,0.2,0.4,0.162
knn,F-Score,0.0,1.0,0.0,0.2,0.4,0.162
lstm,Precision,0.0,1.0,0.0,0.15,0.357,0.129
lstm,Recall,0.0,1.0,0.0,0.15,0.357,0.129
lstm,F-Score,0.0,1.0,0.0,0.15,0.357,0.129
svm,Precision,0.0,1.0,0.0,0.162,0.369,0.138
svm,Recall,0.0,1.0,0.0,0.162,0.369,0.138
svm,F-Score,0.0,1.0,0.0,0.162,0.369,0.138
