Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,0.0,0.321,0.464,0.218
birch,Recall,0.0,1.0,0.0,0.325,0.468,0.222
birch,F-Score,0.0,1.0,0.0,0.322,0.465,0.219
iforest,Precision,0.0,1.0,0.0,0.233,0.42,0.178
iforest,Recall,0.0,1.0,0.0,0.238,0.426,0.183
iforest,F-Score,0.0,1.0,0.0,0.235,0.422,0.18
knn,Precision,0.0,1.0,0.0,0.233,0.42,0.178
knn,Recall,0.0,1.0,0.0,0.238,0.426,0.183
knn,F-Score,0.0,1.0,0.0,0.235,0.422,0.18
lstm,Precision,0.0,1.0,0.0,0.196,0.393,0.157
lstm,Recall,0.0,1.0,0.0,0.2,0.4,0.162
lstm,F-Score,0.0,1.0,0.0,0.198,0.396,0.158
svm,Precision,0.0,1.0,0.0,0.208,0.403,0.164
svm,Recall,0.0,1.0,0.0,0.212,0.409,0.169
svm,F-Score,0.0,1.0,0.0,0.21,0.405,0.166
