Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,0.0,0.406,0.488,0.241
birch,Recall,0.0,1.0,0.0,0.406,0.488,0.241
birch,F-Score,0.0,1.0,0.0,0.404,0.485,0.238
iforest,Precision,0.0,1.0,0.0,0.319,0.463,0.217
iforest,Recall,0.0,1.0,0.0,0.319,0.463,0.217
iforest,F-Score,0.0,1.0,0.0,0.317,0.459,0.214
knn,Precision,0.0,1.0,0.0,0.319,0.463,0.217
knn,Recall,0.0,1.0,0.0,0.319,0.463,0.217
knn,F-Score,0.0,1.0,0.0,0.317,0.459,0.214
lstm,Precision,0.0,1.0,0.0,0.306,0.458,0.212
lstm,Recall,0.0,1.0,0.0,0.306,0.458,0.212
lstm,F-Score,0.0,1.0,0.0,0.304,0.454,0.209
svm,Precision,0.0,1.0,0.0,0.344,0.472,0.225
svm,Recall,0.0,1.0,0.0,0.344,0.472,0.225
svm,F-Score,0.0,1.0,0.0,0.342,0.468,0.222
