Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,1.0,0.625,0.484,0.237
birch,Recall,0.0,1.0,1.0,0.619,0.482,0.236
birch,F-Score,0.0,1.0,1.0,0.621,0.482,0.236
iforest,Precision,0.0,1.0,1.0,0.562,0.496,0.249
iforest,Recall,0.0,1.0,1.0,0.556,0.494,0.247
iforest,F-Score,0.0,1.0,1.0,0.558,0.494,0.247
knn,Precision,0.0,1.0,1.0,0.538,0.499,0.252
knn,Recall,0.0,1.0,1.0,0.531,0.496,0.249
knn,F-Score,0.0,1.0,1.0,0.533,0.496,0.249
lstm,Precision,0.0,1.0,1.0,0.512,0.5,0.253
lstm,Recall,0.0,1.0,0.75,0.506,0.497,0.25
lstm,F-Score,0.0,1.0,0.834,0.508,0.497,0.25
svm,Precision,0.0,1.0,1.0,0.538,0.499,0.252
svm,Recall,0.0,1.0,1.0,0.531,0.496,0.249
svm,F-Score,0.0,1.0,1.0,0.533,0.496,0.249
