Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,0.0,0.244,0.395,0.158
birch,Recall,0.0,1.0,0.0,0.3,0.458,0.213
birch,F-Score,0.0,1.0,0.0,0.263,0.411,0.171
iforest,Precision,0.0,1.0,0.0,0.194,0.358,0.13
iforest,Recall,0.0,1.0,0.0,0.25,0.433,0.19
iforest,F-Score,0.0,1.0,0.0,0.213,0.377,0.144
knn,Precision,0.0,1.0,0.0,0.169,0.335,0.114
knn,Recall,0.0,1.0,0.0,0.225,0.418,0.177
knn,F-Score,0.0,1.0,0.0,0.188,0.357,0.129
lstm,Precision,0.0,1.0,0.0,0.144,0.308,0.096
lstm,Recall,0.0,1.0,0.0,0.2,0.4,0.162
lstm,F-Score,0.0,1.0,0.0,0.163,0.333,0.113
svm,Precision,0.0,1.0,0.0,0.156,0.322,0.105
svm,Recall,0.0,1.0,0.0,0.212,0.409,0.169
svm,F-Score,0.0,1.0,0.0,0.175,0.346,0.121
