Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,0.0,0.444,0.494,0.247
birch,Recall,0.0,1.0,0.0,0.438,0.49,0.243
birch,F-Score,0.0,1.0,0.0,0.438,0.488,0.241
iforest,Precision,0.0,1.0,0.0,0.344,0.472,0.225
iforest,Recall,0.0,1.0,0.0,0.338,0.466,0.22
iforest,F-Score,0.0,1.0,0.0,0.338,0.464,0.218
knn,Precision,0.0,1.0,0.0,0.444,0.494,0.247
knn,Recall,0.0,1.0,0.0,0.438,0.49,0.243
knn,F-Score,0.0,1.0,0.0,0.438,0.488,0.241
lstm,Precision,0.0,1.0,0.0,0.319,0.463,0.217
lstm,Recall,0.0,1.0,0.0,0.312,0.457,0.211
lstm,F-Score,0.0,1.0,0.0,0.313,0.454,0.209
svm,Precision,0.0,1.0,0.0,0.369,0.479,0.233
svm,Recall,0.0,1.0,0.0,0.362,0.474,0.228
svm,F-Score,0.0,1.0,0.0,0.363,0.472,0.226
