Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,1.0,0.762,0.418,0.177
birch,Recall,0.0,1.0,1.0,0.697,0.423,0.181
birch,F-Score,0.0,1.0,1.0,0.711,0.41,0.17
iforest,Precision,0.0,1.0,1.0,0.7,0.451,0.206
iforest,Recall,0.0,1.0,1.0,0.634,0.447,0.202
iforest,F-Score,0.0,1.0,1.0,0.649,0.436,0.193
knn,Precision,0.0,1.0,1.0,0.762,0.418,0.177
knn,Recall,0.0,1.0,1.0,0.697,0.423,0.181
knn,F-Score,0.0,1.0,1.0,0.711,0.41,0.17
lstm,Precision,0.0,1.0,1.0,0.638,0.474,0.228
lstm,Recall,0.0,1.0,1.0,0.572,0.461,0.215
lstm,F-Score,0.0,1.0,0.667,0.586,0.453,0.208
svm,Precision,0.0,1.0,1.0,0.75,0.426,0.184
svm,Recall,0.0,1.0,1.0,0.684,0.428,0.186
svm,F-Score,0.0,1.0,1.0,0.699,0.416,0.175
