Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,0.0,0.35,0.477,0.23
birch,Recall,0.0,1.0,0.0,0.338,0.466,0.22
birch,F-Score,0.0,1.0,0.0,0.342,0.468,0.222
iforest,Precision,0.0,1.0,0.0,0.312,0.464,0.218
iforest,Recall,0.0,1.0,0.0,0.3,0.451,0.206
iforest,F-Score,0.0,1.0,0.0,0.304,0.454,0.209
knn,Precision,0.0,1.0,0.0,0.35,0.477,0.23
knn,Recall,0.0,1.0,0.0,0.338,0.466,0.22
knn,F-Score,0.0,1.0,0.0,0.342,0.468,0.222
lstm,Precision,0.0,1.0,0.0,0.225,0.418,0.177
lstm,Recall,0.0,1.0,0.0,0.212,0.401,0.163
lstm,F-Score,0.0,1.0,0.0,0.217,0.405,0.166
svm,Precision,0.0,1.0,0.0,0.225,0.418,0.177
svm,Recall,0.0,1.0,0.0,0.212,0.401,0.163
svm,F-Score,0.0,1.0,0.0,0.217,0.405,0.166
