Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,0.0,0.312,0.457,0.211
birch,Recall,0.0,1.0,0.0,0.325,0.468,0.222
birch,F-Score,0.0,1.0,0.0,0.317,0.459,0.214
iforest,Precision,0.0,1.0,0.0,0.25,0.426,0.184
iforest,Recall,0.0,1.0,0.0,0.262,0.44,0.196
iforest,F-Score,0.0,1.0,0.0,0.254,0.429,0.186
knn,Precision,0.0,1.0,0.0,0.25,0.426,0.184
knn,Recall,0.0,1.0,0.0,0.262,0.44,0.196
knn,F-Score,0.0,1.0,0.0,0.254,0.429,0.186
lstm,Precision,0.0,1.0,0.0,0.188,0.382,0.148
lstm,Recall,0.0,1.0,0.0,0.2,0.4,0.162
lstm,F-Score,0.0,1.0,0.0,0.192,0.387,0.151
svm,Precision,0.0,1.0,0.0,0.2,0.392,0.156
svm,Recall,0.0,1.0,0.0,0.212,0.409,0.169
svm,F-Score,0.0,1.0,0.0,0.204,0.396,0.159
