Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,0.0,0.275,0.447,0.202
birch,Recall,0.0,1.0,0.0,0.275,0.447,0.202
birch,F-Score,0.0,1.0,0.0,0.275,0.447,0.202
iforest,Precision,0.0,1.0,0.0,0.238,0.426,0.183
iforest,Recall,0.0,1.0,0.0,0.238,0.426,0.183
iforest,F-Score,0.0,1.0,0.0,0.238,0.426,0.183
knn,Precision,0.0,1.0,0.0,0.262,0.44,0.196
knn,Recall,0.0,1.0,0.0,0.262,0.44,0.196
knn,F-Score,0.0,1.0,0.0,0.262,0.44,0.196
lstm,Precision,0.0,1.0,0.0,0.15,0.357,0.129
lstm,Recall,0.0,1.0,0.0,0.15,0.357,0.129
lstm,F-Score,0.0,1.0,0.0,0.15,0.357,0.129
svm,Precision,0.0,1.0,0.0,0.15,0.357,0.129
svm,Recall,0.0,1.0,0.0,0.15,0.357,0.129
svm,F-Score,0.0,1.0,0.0,0.15,0.357,0.129
