Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,0.0,0.288,0.453,0.207
birch,Recall,0.0,1.0,0.0,0.288,0.453,0.207
birch,F-Score,0.0,1.0,0.0,0.288,0.453,0.207
iforest,Precision,0.0,1.0,0.0,0.275,0.447,0.202
iforest,Recall,0.0,1.0,0.0,0.275,0.447,0.202
iforest,F-Score,0.0,1.0,0.0,0.275,0.447,0.202
knn,Precision,0.0,1.0,0.0,0.25,0.433,0.19
knn,Recall,0.0,1.0,0.0,0.25,0.433,0.19
knn,F-Score,0.0,1.0,0.0,0.25,0.433,0.19
lstm,Precision,0.0,1.0,0.0,0.175,0.38,0.146
lstm,Recall,0.0,1.0,0.0,0.175,0.38,0.146
lstm,F-Score,0.0,1.0,0.0,0.175,0.38,0.146
svm,Precision,0.0,1.0,0.0,0.188,0.39,0.154
svm,Recall,0.0,1.0,0.0,0.188,0.39,0.154
svm,F-Score,0.0,1.0,0.0,0.188,0.39,0.154
