Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,0.0,0.362,0.481,0.234
birch,Recall,0.0,1.0,0.0,0.362,0.481,0.234
birch,F-Score,0.0,1.0,0.0,0.362,0.481,0.234
iforest,Precision,0.0,1.0,0.0,0.262,0.44,0.196
iforest,Recall,0.0,1.0,0.0,0.262,0.44,0.196
iforest,F-Score,0.0,1.0,0.0,0.262,0.44,0.196
knn,Precision,0.0,1.0,0.0,0.275,0.447,0.202
knn,Recall,0.0,1.0,0.0,0.275,0.447,0.202
knn,F-Score,0.0,1.0,0.0,0.275,0.447,0.202
lstm,Precision,0.0,1.0,0.0,0.262,0.44,0.196
lstm,Recall,0.0,1.0,0.0,0.262,0.44,0.196
lstm,F-Score,0.0,1.0,0.0,0.262,0.44,0.196
svm,Precision,0.0,1.0,0.0,0.288,0.453,0.207
svm,Recall,0.0,1.0,0.0,0.288,0.453,0.207
svm,F-Score,0.0,1.0,0.0,0.288,0.453,0.207
