time,geospatialanalysisservice_cpu,surveyservice_cpu,surveyservice-db_cpu,transformation-consumer_cpu,transformation-worker_cpu,unicloudauth_cpu,unicloudauth-api_cpu,unicloudauth-db_cpu,geospatialanalysisservice_memory,surveyservice_memory,surveyservice-db_memory,transformation-consumer_memory,transformation-worker_memory,unicloudauth_memory,unicloudauth-api_memory,unicloudauth-db_memory,geospatialanalysisservice_memory_rss,surveyservice_memory_rss,surveyservice-db_memory_rss,transformation-consumer_memory_rss,transformation-worker_memory_rss,unicloudauth_memory_rss,unicloudauth-api_memory_rss,unicloudauth-db_memory_rss,geospatialanalysisservice_memory_cache,surveyservice_memory_cache,surveyservice-db_memory_cache,transformation-consumer_memory_cache,transformation-worker_memory_cache,unicloudauth_memory_cache,unicloudauth-api_memory_cache,unicloudauth-db_memory_cache,geospatialanalysisservice_energy,surveyservice_energy,surveyservice-db_energy,transformation-consumer_energy,transformation-worker_energy,unicloudauth_energy,unicloudauth-api_energy,unicloudauth-db_energy,geospatialanalysisservice_power,surveyservice_power,surveyservice-db_power,transformation-consumer_power,transformation-worker_power,unicloudauth_power,unicloudauth-api_power,unicloudauth-db_power
1701129252.498,0.99534437279763,0.11379872050933,0.02100531620009,2.69106284198075,13.53362623099568,0.17826983729207,0.17039347814281,0.04104622950213,0,50193759.566515714,14007605.6906838,14099.322313456918,28071947.11209052,12643837.58262512,7633188.306634084,813732.709692925,0,17369544.564637017,0.0,0.0,0.0,892.569187186751,0.0,0,0,0,0,0,0.0,0,0,0,0.107632255230303,0.0825153537393935,0.030366917730303,0.260109760260606,1.7164654776060606,0.1073910145454545,0.0969478989424239,0.0128376963393934,0.0215264510460606,0.0165030707478787,0.0060733835460606,0.0520219520521212,0.3432930955212121,0.0214782029090909,0.0193895797884848,0.0025675392678787
1701129257.498,1.98036150603391,0.1045222611584799,0.03338413663151,4.23327690812564,13.84244741658719,0.17143586622846,0.16917929672499,0.03755708829665,0,45847218.07770814,9397849.808797177,1657566.021776298,21563537.405330725,10479496.695438622,7712946.18465083,740554.8152634767,0,15865424.39623562,0.0,0.0,0.0,887.5726822926072,0.0,0,0,0,0,0,0.0,0,0,0,0.1718246279060604,0.0729191818181815,0.017402538360606,0.341526048224242,2.5647960944636368,0.082256727272727,0.0843744545454545,0.0128376963393934,0.0343649255812121,0.0145838363636363,0.0034805076721212,0.0683052096448484,0.5129592188927273,0.0164513454545454,0.0168748909090909,0.0025675392678787
1701129262.498,3.38836598421053,0.09752427870946,0.03210657864463,6.43943472147012,86.45317571735475,0.17049717163177,0.16507306204327,0.02750652386307,0,37288411.52595911,9003646.094759386,3308563.6304559726,41030383.43338657,10665197.213901091,7555723.169508527,811392.6300071893,0,8065173.017942736,0.0,0.0,9921432.248352334,1053.8658041276904,73.36294598079955,0,0,0,0,0,9701643.532242844,0,0,0,0.299541482224242,0.072581322942424,0.0,0.6040552733878786,3.513854808139393,0.0647731818181815,0.082291727272727,0.0128376963393934,0.0599082964448484,0.0145162645884848,0.0,0.1208110546775757,0.7027709616278787,0.0129546363636363,0.0164583454545454,0.0025675392678787
1701129267.498,4.276758930170511,0.0952360536796,0.03277150614717,8.33258392794973,117.3387894945238,0.16791941510515,0.1562133173023999,0.03973216888165,0,27690920.37168367,9117083.192945983,3363383.94444139,42586638.24748372,12875415.84506391,7883010.802356419,1191435.711056867,0,0.0,0.0,0.0,11240885.731201896,1363.792752631287,76.54225987587431,0,0,0,0,0,9809752.485968027,0,0,0,0.344955448342424,0.0557271818181814,0.0,0.863751504042424,5.049938630839394,0.0644730660757575,0.072527545454545,0.0128376963393934,0.0689910896684848,0.0111454363636363,0.0,0.1727503008084848,1.009987726167879,0.0128946132151515,0.014505509090909,0.0025675392678787
1701129272.498,5.5375173070881,0.09495177621041,0.03279388995754,10.10956547903426,153.22822159905704,0.16130108880823,0.16325574878877,0.03919223747561,0,27474097.172858,9231497.69535078,5048160.817316527,62656864.625762574,10740205.910673285,7626130.595126184,1179365.8964400135,0,0.0,0.0,0.0,27255382.052085444,1516.9246722465004,74.04729192277098,0,0,0,0,0,9766507.108219525,0,0,0,0.4901642430454545,0.0554689792090904,0.0,1.1065225198969697,10.258482415507578,0.053587909090909,0.072191501160606,0.0128376963393934,0.0980328486090909,0.0110937958418181,0.0,0.2213045039793939,2.0516964831015154,0.0107175818181818,0.0144383002321212,0.0025675392678787
1701129277.498,6.604782751131911,0.0964081774402599,0.0331412799592,12.05569524922406,187.13774440283493,0.15580866595478,0.1620381554989,0.03771005512943,0,28205272.976477124,4632505.281561885,5018329.158298338,87633601.93853949,8550878.857058695,9210779.315367809,1128139.1590193124,0,0.0,0.0,0.0,27146808.82622903,1809.8534501804256,1445532.9934450106,0,0,0,0,0,17961496.17292164,0,0,0,0.5015150425606061,0.040928,0.0,1.3477784067090908,11.27948713448485,0.049974,0.0577283636363635,0.0128376963393934,0.1003030085121212,0.0081856,0.0,0.2695556813418182,2.25589742689697,0.0099948,0.0115456727272727,0.0025675392678787
1701129282.498,7.64087059785576,0.0996805558086,0.36093260779621,13.946998322915348,227.58717261374431,0.15491961106035,0.16110264810015,0.02728550193481,0,27731078.43601464,8582435.57410372,6591613.784158664,87973084.57915723,10816027.445788974,7698034.091323868,818864.712010716,0,0.0,71175.83781547373,0.0,26999110.20229314,1985.6431674528744,1448857.0281417675,0,0,0,0,0,19266852.68965652,0,0,0,0.6411209182969695,0.0431453445090904,0.0024069775757575,1.3640713827000002,14.777107484851514,0.043974909090909,0.0472490909090905,0.0,0.1282241836593939,0.0086290689018181,0.0004813955151515,0.27281427654,2.955421496970303,0.0087949818181818,0.0094498181818181,0.0
1701129287.498,8.95127415828832,0.09676131292215,0.37332794246247,16.15899949945398,258.00835901062703,0.14910654102782,0.15749218631658,0.03903633590296,0,27424425.89824403,7949893.527028713,8317623.589370222,107638551.03625152,10295314.02612152,7603976.485014607,804055.6793686749,0,0.0,70614.38794995805,74.55405897342555,26954327.39733518,1889.8353208404312,1431613.0847188665,0,0,0,0,0,19506793.78452752,0,0,0,0.6520068815787874,0.0431453445090904,0.0024069775757575,1.3816404187575753,17.424176831858183,0.0461225766969694,0.046502545454545,0.0,0.1304013763157575,0.0086290689018181,0.0004813955151515,0.2763280837515151,3.4848353663716365,0.0092245153393939,0.009300509090909,0.0
1701129292.498,9.52303511846442,0.08720739460974,0.36906398566206,16.76199308825764,296.5188831872418,0.14952838392124,0.15427853011228,0.0393808388447299,0,28986362.6790668,11797923.613440927,7724029.908687359,106691252.05724402,10572018.302798286,7551938.109990867,815421.1082087478,0,0.0,69866.26172019848,69.13430215875908,26893054.193642247,1792.0700027344817,1421764.7964757078,0,0,0,0,0,19326013.882961128,0,0,0,0.6398351818181814,0.025990545454545,0.0024069775757575,1.634935090909091,17.941799816320707,0.0289816363636359,0.0451532727272725,0.0,0.1279670363636363,0.005198109090909,0.0004813955151515,0.3269870181818182,3.5883599632641414,0.0057963272727272,0.0090306545454545,0.0
1701129297.498,11.57063273195396,0.09578443661973,0.37708157970648,20.00801162526595,328.9273019805406,0.14829389643989,0.15573507343372,0.03616235071218,0,27493863.77753701,12046150.939314175,9893116.631214622,132020118.40983544,8452598.914112888,7835779.736010411,744588.6930337991,0,0.0,71336.24202213969,147.6727836463929,26894521.487678457,1641.8030098750137,1475976.352481874,0,0,0,0,0,19403374.78915825,0,0,0,0.639947561972727,0.012901,0.0024069775757575,1.6392866465181817,18.64082108677446,0.0158920909090905,0.032063727272727,0.0,0.1279895123945454,0.0025802,0.0004813955151515,0.3278573293036363,3.728164217354892,0.0031784181818181,0.0064127454545454,0.0
