time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts_energy,carts-db_energy,catalogue_energy,catalogue-db_energy,front-end_energy,orders_energy,orders-db_energy,payment_energy,queue-master_energy,rabbitmq_energy,shipping_energy,user_energy,user-db_energy,carts_energy_Anomaly,carts-db_energy_Anomaly,catalogue_energy_Anomaly,catalogue-db_energy_Anomaly,front-end_energy_Anomaly,orders_energy_Anomaly,orders-db_energy_Anomaly,payment_energy_Anomaly,queue-master_energy_Anomaly,rabbitmq_energy_Anomaly,shipping_energy_Anomaly,user_energy_Anomaly,user-db_energy_Anomaly
1701354341.085,0.57408020507084,1.18934435340413,0.46540489815073,0.17144777264343,1.82005717805513,0.22782050450311,0.70370577430708,0.288686334897,0.18919483130447,10.38313021997838,0.31144973009945,0.63474970291043,0.97484352290249,8110064.727815064,12071030.420642192,1363718.4642823618,4862.742233018575,7321921.448386627,21537049.01871953,3827498.4601847776,884012.3857378598,76511691.44670005,6589050.414713307,35042781.52845047,1533777.5563936527,2793527.7278911564,0.0,0.0,0.0,374.0570948475827,69672.06891517011,0.0,0,0.0,0.0,11112080.20194735,0.0,0,445.8231292517007,0,588.7912601297324,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.3556320355121209,0.3761064545454545,0.2125304545454545,0.093068909090909,0.468251309660606,0.076241909090909,0.1708069090909089,0.1366629999999999,0.059802545454545,3.8120380909090903,0.121408909090909,0.1598140584272725,0.3008130909090905,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1701354346.085,4.60025450054596,3.13510893147186,1.1044429573769,0.59343131409107,8.71987513377849,0.29342174216408,0.69220845153014,0.29232845077758,0.19216069097539,10.17957709336422,0.31766196117926,0.94793802633485,1.1172143766847,7844.355748062501,12261837.028925996,1060799.5957318614,5801.0756543564,35200779.42207625,14180355.517389435,3821582.2613157416,666944.8619688966,104352488.8969918,8814043.948883178,27771270.023805164,1559707.133555202,3480306.9631130486,3372.3398543072435,373.7567296286157,0.0,881.1760487629975,11877372.10761339,1538.8578789179903,0,0.0,0.0,11153344.38692394,0.0,0,592.7962805506811,0,1420.2755725887398,0,0,17441110.890287977,0,0.0,0,0,0,0,0,74.09953506883514,0.573246901872727,0.5637766363636361,0.2348290936090905,0.0990739089666664,0.4873482295090905,0.0862510909090905,0.152323727272727,0.129550727272727,0.0526902727272725,3.397992272727272,0.114296636363636,0.1583710909090905,0.305158545454545,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1701354351.085,7.96798706449817,5.87606835011924,1.63609695235395,0.91377143426369,34.24757356469404,0.44496786572927,0.6958819771736701,0.29197245441846,0.19097197413282,9.88805401378043,0.3186535956338699,1.2557976745015,1.19195729433405,8225.931969373667,14268450.725772671,974194.3760299094,8640079.981163858,41073748.56010859,21655816.989654675,3209975.622368324,441685.63446551975,106057847.61340056,8948433.550757924,27049102.090318896,1538782.7574531783,3469493.850759188,3598.84523660098,1061616.4787731986,0.0,890.225128140112,17882716.16713746,1566.6618097042112,0,0.0,0.0,9431750.261828205,0.0,0,443.1781296209472,0,2536.361483963794,0,0,17486589.929510742,0,0.0,0,0,0,0,0,73.86302160349119,0.634577198342424,0.579903636363636,0.270578545454545,0.1502992727272725,0.8679002314575756,0.1017240909090905,0.157721909090909,0.114892,0.0552738181818179,3.0314306363636363,0.1070201818181815,0.192018636363636,0.3096839999999995,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1701354356.085,11.62875078511282,8.14551335655784,1.9320725917348296,1.29286142481762,60.35457256862491,0.94897526314859,0.69142876379892,0.31819426759739,0.19022549012368,9.8069363465598,0.32859653876187,1.5687180633693,1.35154531863835,9421.208005071085,14070107.168510271,1322373.3082434684,8768154.05817607,71647533.14624491,14137098.117441716,3173437.752029924,439209.9992690593,79247429.94277273,8713800.708433218,27540722.3927216,1582434.5690776815,3420529.5173762334,4673.5126324368375,1049522.7697169948,0.0,4492421.087447859,36687316.37147583,1750.8326357597025,0,0.0,0.0,7347197.252137823,0.0,0,509.67913963203273,0,3604.0798735813823,0,0,30606855.989840224,0,0.0,0,0,0,0,0,72.81130566171896,1.1296125915272726,0.8812717726606061,0.3230312925666665,0.1942550011878785,7.282225249878787,0.136764,0.1382403636363635,0.1157509129060605,0.049685818181818,2.5880020909090904,0.1041393636363635,0.202903909090909,0.289954727272727,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1701354361.085,14.10553908574134,10.11532639689631,2.3799739454318702,1.7425793974846695,90.87421634452168,1.38700257983702,0.66022529502591,0.34865229515073,0.18772080817795,9.42037221155076,0.32016713730193,2.11708880695091,1.53458881523989,9447.558162764934,14068767.210877022,1001356.3563382574,9307108.745247148,76967480.04161419,21613146.60227665,3194386.0887467368,653919.7928254883,76451590.88885327,8909472.513400288,27558163.68658236,1576822.4299065422,4188309.882686231,4686.58397050544,2096370.4222569463,0.0,4767125.82626499,37823015.276789136,1784.7170530673006,0,0.0,0.0,7511618.754916488,0.0,0,520.6842697853484,0,4634.7324748100655,0,0,34651165.93122464,0,0.0,0,0,0,0,0,74.38346711219263,1.5877250120818185,1.182199909090909,0.3334116032272725,0.1925845454545449,6.37530947830303,0.2043684545454545,0.131455909090909,0.103052545454545,0.046400545454545,2.4727963636363635,0.092098727272727,0.200285545454545,0.2668734545454545,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1701354366.085,16.90513489901282,12.18221694286639,2.77555449665152,1.90429974863545,114.01222887419652,1.79276587631358,0.64305233083821,0.37808242256998,0.18524621390824,9.07189276802177,0.31607258347654,2.71201798225638,1.70242087588553,10610.05343718866,12154835.90838369,1319762.5724904393,17131628.8422867,113480639.1184573,29302968.404335864,3217483.435855629,650963.7268073056,78498165.63351436,8715667.400605053,28021841.269841272,1570930.501156796,3539314.821970742,5787.301874830179,2114322.683359265,0.0,4389580.005745475,55504373.18640955,1815.30109135228,0,0.0,0.0,5515518.46481571,0.0,0,527.5922347962094,0,5705.9738756015495,0,0,35073722.70839302,0,0.0,0,0,0,0,0,75.37031925660133,1.5873646203242426,1.443161652251515,0.3564940909090905,0.2337882456757575,9.573756517326265,0.2527381515454545,0.129991545454545,0.0981971818181815,0.038742545454545,2.0226351818181816,0.0885959056787875,0.2681566036787875,0.2273720909090905,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1701354371.085,20.36913241927455,14.18510838882211,3.10638015394252,2.17696900229704,144.39201131125344,2.31592288055368,0.63433141503168,0.44756079110101,0.18262431098982,8.48043439291393,0.31269485164512,3.0612288363517903,1.8721970630041904,8038665.314326812,14260512.462249389,1318066.624899311,25479163.660321586,115738726.97232862,28900964.31172614,2493597.802868477,641793.0661474391,51721910.03560263,6757362.328488479,27840902.46768508,1171882.7314463365,3550834.5055472483,5891.677577590499,2126915.402248663,0.0,4353463.273918695,59397285.87672593,2013.6926438455928,0,0.0,0.0,3801589.112023373,0.0,0,604.8993003636632,0,6855.728996106684,0,0,34288030.327717714,0,0.0,0,0,0,0,0,75.6124125454579,1.9862193892969693,1.41551994439697,0.342969651930303,0.2741136520575755,10.622788321975,0.264288818181818,0.0945152727272725,0.1026569724454545,0.0291784545454545,1.9930576363636363,0.075750818181818,0.330220532793939,0.255179727272727,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1701354376.085,22.778111669317592,15.679681582800558,3.74787260789465,2.52200976349416,168.70426889666032,2.61527937644226,0.60269802710426,0.4337432784181499,0.1834189519878,8.14782037444932,0.25844762455082,3.43260561965967,1.98123764141863,7976038.757564124,13993776.79368594,1800579.8283093565,26459225.35549844,146304893.96466073,36036896.60059231,2561444.3809348205,638157.4314755391,53217457.84521552,8786936.087239113,27380752.99301179,1575148.7621412398,4187638.76731981,5840.838040914825,3130256.205135531,0.0,4520907.2652970655,59632585.35524669,2009.3388324642528,0,0.0,0.0,5561413.735827255,0.0,0,595.0569306481195,0,7606.585479090032,0,0,42120958.82267925,0,0.0,0,0,0,0,0,74.38211633101494,1.989974875309091,1.6773073685666664,0.402464547412121,0.269907470463636,10.730515981005452,0.3137469150090904,0.0965012727272725,0.0799102727272725,0.028968727272727,1.5261974545454546,0.0454589999999995,0.3028192727272725,0.2199102727272725,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1701354381.085,26.087724401653738,18.30777087999126,4.17616107122289,2.82521976558046,192.06256972779147,3.0365901938598,0.60939680220361,0.5086050947179,0.17972466443263,7.83982186239874,0.24550574166233,3.83257317139985,2.17946827760005,15803822.454308094,14269884.96203638,1764291.6490689197,26331084.03407732,155309977.02803063,29457462.42463593,2534231.416114851,221650.17144784424,79477627.38599968,6518257.145915855,21119058.753621034,1184776.6961921286,4805960.644135046,5792.863359442994,3192390.524571657,0.0,4498688.7960697,80281869.7497439,2051.609312679714,0,0.0,0.0,3668100.060664454,0.0,0,585.6553055352003,0,8949.582127055224,0,0,51512395.12030831,0,74.7186194567577,0,0,0,0,0,73.20691319190004,2.0442736379454542,1.6872876566848485,0.397821545454545,0.2732098264,14.817338248658082,0.3618772727272725,0.0750173636363635,0.084937896251515,0.019918818181818,1.0817585454545455,0.0301920909090905,0.3562963740757575,0.2483242727272725,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1701354386.085,29.22796697316885,20.246440962436974,4.59711409850007,3.154182694727,220.9518124658192,3.44977919994022,0.59006923425546,0.48537001776133,0.17652198222955,7.20779092591248,0.2345411813931499,4.31946750496003,2.31815388217438,16031248.505802082,14416319.63503918,2126300.2937992886,34286130.33320154,173713106.98163724,37200150.564240985,1891175.5193792824,451226.2023529411,78644850.85646239,8831767.796241203,20687448.99852644,1542433.5174361449,4264073.2939717565,5875.425271714143,4295668.886354438,0.0,4394134.502713778,81062382.27871801,2073.107636936227,0,0.0,0.0,5590574.849430377,0.0,0,660390.8271483834,0,9945.77094293808,0,0,52353768.04410613,0,74.2540154454153,0,0,0,0,0,75.81113846267746,2.042673177921212,1.683102479512121,0.4471967166060605,0.3136042815878784,18.4920327028368,0.3716611700060604,0.0803343636363635,0.0664633636363635,0.0254404545454545,1.0969371818181817,0.0317487478666665,0.363922760333333,0.217087727272727,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
