Method,Name,Error,Occurrences
GET,/createlayer,"ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x....>, 'Connection to 145.108.225.16 timed out. (connect timeout=None)')",710
GET,/createlayer,"ConnectionResetError(104, 'Connection reset by peer')",7
