NUSER,LOAD,SR,REQ/s_s0,RES_TIME_s0,CPU_s0,MEM_s0,REQ/s_s1,RES_TIME_s1,CPU_s1,MEM_s1,REQ/s_s2,RES_TIME_s2,CPU_s2,MEM_s2,REQ/s_s3,RES_TIME_s3,CPU_s3,MEM_s3,REQ/s_s4,RES_TIME_s4,CPU_s4,MEM_s4,REQ/s_s5,RES_TIME_s5,CPU_s5,MEM_s5,REQ/s_s6,RES_TIME_s6,CPU_s6,MEM_s6,REQ/s_s7,RES_TIME_s7,CPU_s7,MEM_s7,REQ/s_s8,RES_TIME_s8,CPU_s8,MEM_s8,REQ/s_s9,RES_TIME_s9,CPU_s9,MEM_s9
3,randomly_balanced,1,7.623597560498765,6.096537203395652,15.061111111111112,113.0,5.955585759449843,6.82860235523843,18.45,136.30555555555554,6.3362059019710735,4.749504249988212,22.383333333333333,138.0,5.0152301132209205,1.5562949140652498,9.86111111111111,62.0,5.709302137818459,4.690361586283104,28.988888888888887,138.30555555555554,6.0395460850059965,2.245237410611721,16.122222222222224,133.0,6.593684233676612,2.263250312376355,9.86111111111111,128.35555555555555,5.115982503888305,4.710749328298506,10.922222222222222,133.0,4.684986166033382,1.5618298613623005,7.9222222222222225,62.0,5.110385148851228,2.269766813826561,11.227777777777778,132.0
3,randomly_balanced,1,7.55337611675787,6.10256798597742,14.46111111111111,113.0,6.089630153303312,6.826668536735962,18.916666666666668,137.0,5.776768420656537,4.807178623771047,21.183333333333334,138.95555555555555,4.938745922495531,1.5835875327726312,9.944444444444445,62.0,5.665032087568402,4.639176683416614,29.772222222222226,139.0,6.14549831984738,2.279419723618048,16.33888888888889,134.0,6.430425969222122,2.28825528755135,9.966666666666669,129.64444444444445,5.29630218837756,4.685726815395997,12.183333333333334,134.0,4.631471006503161,1.592793580274909,7.727777777777778,62.0,5.5477089378258615,2.263391519609414,12.805555555555555,133.0
3,randomly_balanced,1,7.534241924767395,6.311905501864283,14.883333333333333,113.0,5.710809951883824,6.834307349637004,18.727777777777774,137.0,5.7947101960349086,4.769707175715406,21.27777777777778,138.3111111111111,5.1346949420463766,1.5542522472720055,9.683333333333334,62.0,5.80030354564498,4.618399242986125,29.7,139.0,6.152684571079536,2.265469899985791,16.38888888888889,134.0,6.644899336765898,2.272610582508988,10.255555555555556,129.0,5.296902080738473,4.650525922922431,11.97222222222222,134.0,4.681633623630519,1.5528071577167295,7.966666666666667,62.31111111111111,5.391989024109702,2.249656922184052,12.333333333333334,133.0
3,randomly_balanced,1,7.288410362500968,6.157493028388749,14.516666666666667,113.0,6.0969818074643545,6.855156113756869,19.03333333333333,136.11666666666667,5.7445874461154975,4.831633664081959,21.55,138.0,5.414567329931647,1.5912983336713582,9.927777777777775,62.0,5.65509046545547,4.686250738871698,29.427777777777777,138.0,6.533279588181988,2.2724603912477765,16.83888888888889,133.0,6.186478788124382,2.286770778449712,9.305555555555555,129.0,5.0957343363303,4.77541487813984,11.311111111111112,133.73333333333332,4.614688065282654,1.575749576899618,8.144444444444444,62.0,5.5152514331741775,2.279368211007569,12.55,132.42777777777778
3,randomly_balanced,1,7.313207044907264,6.191477885538166,14.355555555555556,113.0,5.978965454271512,6.892908447236405,18.788888888888888,137.0,6.219017288569994,4.818599651697822,22.6,138.3111111111111,5.046671121065776,1.583230433614485,10.3,62.0,5.644009406413163,4.703832887199945,29.77777777777778,138.8111111111111,5.839400434330533,2.274631333685312,15.733333333333333,133.8111111111111,6.341834506118055,2.302813104772443,9.988888888888887,129.0,5.3983749713170415,4.691657041366062,12.422222222222222,134.0,4.549819650075893,1.5948081595675507,7.866666666666666,62.0,5.699835414389555,2.267746224301164,12.61111111111111,133.0
3,randomly_balanced,5,7.483688520704232,6.369803486249356,14.844444444444443,125.0,6.094099824466086,6.934376255650512,19.133333333333333,150.0,6.356391666727904,4.857562698859884,23.83888888888889,155.0,5.050513132913744,1.6337317735286692,10.52777777777778,63.0,5.441160557559005,4.7561344031829575,29.633333333333333,155.0,6.110841856950882,2.308045989954972,16.627777777777776,147.0,6.434521151656957,2.3074779278332778,10.02777777777778,141.11666666666667,5.290482265195833,4.789314541472923,11.727777777777778,144.0,4.531510125885038,1.6094474667266614,8.022222222222222,63.0,5.569516139942449,2.294048880617858,12.533333333333331,144.0
3,randomly_balanced,5,7.473033092997252,6.62352926585294,15.227777777777778,125.0,5.659190109260055,6.937600053401152,18.916666666666668,150.4111111111111,6.22287669805223,4.837571509330452,23.105555555555554,155.0,5.128989852475336,1.5997597508942425,10.11111111111111,63.0,5.921499709985127,4.72163365123599,30.39444444444445,155.0,5.664771164594631,2.3470874946464653,15.844444444444443,148.0,6.613550571472549,2.3209228439643126,10.416666666666666,141.0,5.195962516490248,4.786518538991818,12.477777777777778,144.0,4.509492710337401,1.6204904145839951,8.172222222222222,63.0,5.910337599315975,2.310996186939628,13.188888888888888,144.0
3,randomly_balanced,5,7.668520660311158,6.551048182651487,15.172222222222222,125.0,5.759762242679123,7.044958321890844,19.344444444444445,150.0,6.150443790147668,4.870155395661796,23.52777777777778,155.0,5.184902251403978,1.5773085435463063,10.627777777777778,63.0,5.536515644125669,5.094825623091897,30.55555555555556,155.0,6.36252805877345,2.284424565834598,16.755555555555556,147.65,6.396015048556468,2.3375427802374715,10.344444444444443,141.3111111111111,5.184902251403978,4.774241749196242,12.28888888888889,144.0,4.637948084948015,1.6066885979823846,8.394444444444444,63.0,5.486285159451142,2.331303983802364,12.911111111111111,144.0
3,randomly_balanced,5,7.508389105937938,6.413477764302193,15.116666666666667,125.0,5.744336349449917,6.906196499614516,19.133333333333333,150.0,6.302580892642329,4.918860120414887,23.95555555555556,155.0,5.163762024529809,1.6073508410812103,10.52777777777778,63.0,5.59919276821989,4.797768802711392,29.738888888888887,155.0,6.056953293637667,2.2983077502783176,16.427777777777777,147.19444444444446,6.464471810168128,2.325324675274399,10.227777777777778,141.0,5.554533204764497,4.675044961672642,12.11111111111111,144.0,4.521780799858535,1.6211182271316504,7.811111111111111,63.0,5.465214077853711,2.277121993762311,12.827777777777778,144.0
3,randomly_balanced,5,7.307672911167369,6.400918840977669,14.894444444444444,125.0,5.861769714840135,6.935420842852355,18.927777777777777,150.0,5.895265541782079,4.853902482926225,22.36111111111111,155.0,5.420741326771212,1.5973536077436985,10.53888888888889,63.0,6.068327314315455,4.91477022070505,30.488888888888887,155.0,5.951091920018652,2.2788416388628945,16.905555555555555,147.0,6.436781410676835,2.292092098178102,10.27777777777778,141.0,5.186270538177606,4.733015446690529,11.677777777777775,144.0,4.778737977050625,1.567209322606219,7.944444444444445,63.0,5.476567705007784,2.285355673873276,12.3,144.0
