NUSER,LOAD,SR,REQ/s_addToCart,RES_TIME_addToCart,CPU_addToCart,MEM_addToCart,REQ/s_buy,RES_TIME_buy,CPU_buy,MEM_buy,REQ/s_category,RES_TIME_category,CPU_category,MEM_category,REQ/s_home,RES_TIME_home,CPU_home,MEM_home,REQ/s_login,RES_TIME_login,CPU_login,MEM_login,REQ/s_login_page,RES_TIME_login_page,CPU_login_page,MEM_login_page,REQ/s_logout,RES_TIME_logout,CPU_logout,MEM_logout,REQ/s_profile,RES_TIME_profile,CPU_profile,MEM_profile,REQ/s_view_product,RES_TIME_view_product,CPU_view_product,MEM_view_product,CPU_teastore-auth,MEM_teastore-auth,CPU_teastore-db,MEM_teastore-db,CPU_teastore-image,MEM_teastore-image,CPU_teastore-persistence,MEM_teastore-persistence,CPU_teastore-recommender,MEM_teastore-recommender,CPU_teastore-registry,MEM_teastore-registry
1,normal,1,0.7640950751603495,36.348351759429896,360.5388888888889,699.6722222222222,0.0,0.0,360.5388888888889,699.6722222222222,3.820475375801747,17.587862997001416,360.5388888888889,699.6722222222222,4.590147787277136,9.489338609903008,360.5388888888889,699.6722222222222,0.7640950751603495,15.98184237166998,360.5388888888889,699.6722222222222,0.7696724114753886,10.241996738287805,360.5388888888889,699.6722222222222,0.7640950751603495,12.520856409670149,360.5388888888889,699.6722222222222,0.7640950751603495,8.9715045843236,360.5388888888889,699.6722222222222,2.292285225481048,25.789554286916704,360.5388888888889,699.6722222222222,98.49444444444444,660.9944444444444,2.455555555555556,109.0,136.6,839.8,131.05,623.9166666666666,58.54444444444445,601.4722222222222,16.711111111111112,240.2111111111111
1,normal,1,0.8726522524965324,17.12632940385106,75.54444444444445,963.9111111111112,0.0,0.0,75.54444444444445,963.9111111111112,4.363261262482662,8.011114567950582,75.54444444444445,963.9111111111112,5.235913514979194,4.332412719016866,75.54444444444445,963.9111111111112,0.8726522524965324,8.99966858974812,75.54444444444445,963.9111111111112,0.8726522524965324,4.379503480769186,75.54444444444445,963.9111111111112,0.8726522524965324,7.682052506408191,75.54444444444445,963.9111111111112,0.8726522524965324,6.464060166673008,75.54444444444445,963.9111111111112,1.7453045049930649,13.172251333339949,75.54444444444445,963.9111111111112,39.333333333333336,582.0333333333333,2.172222222222222,110.0,41.78333333333333,648.1444444444444,49.71666666666667,590.5722222222222,24.61111111111111,582.95,7.588888888888889,248.0611111111111
1,normal,1,0.8795364123438129,16.1412018535024,60.41666666666666,982.9277777777778,0.0,0.0,60.41666666666666,982.9277777777778,4.397682061719064,7.603248268789024,60.41666666666666,982.9277777777778,5.277218474062877,4.06825047982495,60.41666666666666,982.9277777777778,0.8795364123438129,8.24676214012476,60.41666666666666,982.9277777777778,0.8795364123438129,4.043728573239727,60.41666666666666,982.9277777777778,0.8795364123438129,7.0941372547749895,60.41666666666666,982.9277777777778,0.8795364123438129,5.976603789798565,60.41666666666666,982.9277777777778,1.7590728246876255,12.449806124197732,60.41666666666666,982.9277777777778,23.605555555555554,597.1333333333333,2.272222222222222,110.0,29.655555555555555,691.15,32.46666666666667,598.8611111111111,21.11111111111111,604.2055555555555,8.116666666666667,257.18333333333334
1,normal,5,0.8893553233481108,13.871065767060191,44.86666666666667,1079.0,0.0,0.0,44.86666666666667,1079.0,4.4467766167405545,7.089225148197129,44.86666666666667,1079.0,5.3361319400886655,3.819160446707297,44.86666666666667,1079.0,0.8893553233481108,7.0845040754647925,44.86666666666667,1079.0,0.8893553233481108,3.832852546877591,44.86666666666667,1079.0,0.8893553233481108,6.338995031693235,44.86666666666667,1079.0,0.8893553233481108,5.482889811523733,44.86666666666667,1079.0,2.6680659700443328,11.179812318569516,44.86666666666667,1079.0,12.75,868.0333333333333,2.3,109.0,19.85,942.3166666666668,20.933333333333334,687.0,11.533333333333331,794.75,3.0,404.0
1,normal,5,0.8895605659534028,13.828177465131043,44.15,1079.0,0.0,0.0,44.15,1079.0,4.447802829767015,7.051784763626649,44.15,1079.0,5.337363395720417,3.830074814347276,44.15,1079.0,0.8895605659534028,7.126327761563871,44.15,1079.0,0.8895605659534028,3.891510264208517,44.15,1079.0,0.8895605659534028,6.420855137846087,44.15,1079.0,0.8895605659534028,5.482613893208217,44.15,1079.0,2.6686816978602086,11.093352433467096,44.15,1079.0,13.45,866.6,2.55,109.06666666666666,18.78333333333333,944.9833333333332,21.03333333333333,687.0,10.2,788.9333333333333,3.316666666666667,404.0
1,normal,5,0.8891834530201892,13.994324798836686,44.2,1604.8444444444444,0.0,0.0,44.2,1604.8444444444444,4.445917265100946,7.052827267903899,44.2,1604.8444444444444,5.335100718121136,3.825043798797559,44.2,1604.8444444444444,0.8891834530201892,7.091617031425051,44.2,1604.8444444444444,0.8891834530201892,3.8333073019162818,44.2,1604.8444444444444,0.8891834530201892,6.413767798610636,44.2,1604.8444444444444,0.8891834530201892,5.525215861494448,44.2,1604.8444444444444,1.7783669060403784,11.283542999950418,44.2,1604.8444444444444,11.966666666666669,820.0,2.3722222222222222,110.0,17.133333333333333,809.0,19.93888888888889,671.0,9.9,771.0,3.0,329.0
1,normal,10,0.8891512980779249,13.865668666481302,44.34444444444444,1775.0,0.0,0.0,44.34444444444444,1775.0,4.445756490389625,7.104513879289555,44.34444444444444,1775.0,5.334907788467549,3.821397617381687,44.34444444444444,1775.0,0.8891512980779249,7.146302955534453,44.34444444444444,1775.0,0.8891512980779249,3.87158279283208,44.34444444444444,1775.0,0.8891512980779249,6.465098779808156,44.34444444444444,1775.0,0.8891512980779249,5.614123282915291,44.34444444444444,1775.0,1.7783025961558498,11.178187868122594,44.34444444444444,1775.0,11.627777777777778,824.0,2.388888888888889,110.0,17.744444444444444,961.0,19.97222222222222,687.0,10.927777777777775,767.0,3.0,330.0
1,normal,10,0.8894240765616133,13.823305622476106,44.144444444444446,1562.0,0.0,0.0,44.144444444444446,1562.0,4.447120382808066,7.048705899696241,44.144444444444446,1562.0,5.336544459369679,3.851772623696873,44.144444444444446,1562.0,0.8894240765616133,7.086043817275965,44.144444444444446,1562.0,0.8894240765616133,3.8477447167267353,44.144444444444446,1562.0,0.8894240765616133,6.361060994003648,44.144444444444446,1562.0,0.8894240765616133,5.502979622373311,44.144444444444446,1562.0,2.66827222968484,11.146338713196482,44.144444444444446,1562.0,12.194444444444445,908.5611111111112,2.438888888888889,109.0,17.266666666666666,970.0,19.877777777777776,717.6833333333333,9.438888888888888,811.0,3.0,405.0
1,normal,10,0.8896815664554271,13.981698610623654,44.86111111111112,1562.0,0.0,0.0,44.86111111111112,1562.0,4.448407832277136,7.030740945743479,44.86111111111112,1562.0,5.338089398732563,3.812059139257733,44.86111111111112,1562.0,0.8896815664554271,7.115282604482564,44.86111111111112,1562.0,0.8896815664554271,3.824926716196439,44.86111111111112,1562.0,0.8896815664554271,6.424737730229701,44.86111111111112,1562.0,0.8896815664554271,5.549164414870752,44.86111111111112,1562.0,2.6690446993662813,11.092818912023002,44.86111111111112,1562.0,11.938888888888888,906.9944444444444,2.338888888888889,109.0,17.2,970.0,20.044444444444444,717.0,9.511111111111113,811.0,3.0,404.0
1,stress_cart,1,2.5187586679393075,15.259965797692226,67.26666666666667,872.05,0.0,0.0,67.26666666666667,872.05,4.19793111323218,7.292801608098671,67.26666666666667,872.05,4.19793111323218,3.9248778397450224,67.26666666666667,872.05,0.8395862226464359,7.882952640453975,67.26666666666667,872.05,0.8395862226464359,3.9894021401414648,67.26666666666667,872.05,0.8395862226464359,6.826325099585422,67.26666666666667,872.05,0.8395862226464359,5.673659307261308,67.26666666666667,872.05,5.037517335878615,11.52238353108664,67.26666666666667,872.05,28.18888888888889,754.4222222222222,2.438888888888889,109.0,26.244444444444444,928.7555555555556,34.36666666666667,659.5611111111111,21.683333333333334,649.2666666666667,7.1,363.6333333333333
1,stress_cart,1,2.500097048662924,16.098318558978804,81.27222222222223,864.1333333333333,0.0,0.0,81.27222222222223,864.1333333333333,4.166828414438206,7.543191210923079,81.27222222222223,864.1333333333333,4.166828414438206,4.064857044129089,81.27222222222223,864.1333333333333,0.8333656828876412,8.076223369274482,81.27222222222223,864.1333333333333,0.8333656828876412,3.962917684170343,81.27222222222223,864.1333333333333,0.8333656828876412,7.283507060785403,81.27222222222223,864.1333333333333,0.8333656828876412,5.964462416720789,81.27222222222223,864.1333333333333,5.000194097325847,12.12132100883264,81.27222222222223,864.1333333333333,28.67222222222222,721.6944444444445,2.338888888888889,109.0,33.17777777777778,900.6222222222223,42.55555555555556,657.5111111111111,24.905555555555555,633.0611111111111,7.222222222222222,350.6611111111111
