NUSER,LOAD,SR,REQ/s_home,RES_TIME_home,CPU_home,MEM_home,REQ/s_viewCart,RES_TIME_viewCart,CPU_viewCart,MEM_viewCart,REQ/s_addToCart,RES_TIME_addToCart,CPU_addToCart,MEM_addToCart,REQ/s_checkout,RES_TIME_checkout,CPU_checkout,MEM_checkout,REQ/s_cartEmpty,RES_TIME_cartEmpty,CPU_cartEmpty,MEM_cartEmpty,REQ/s_logout,RES_TIME_logout,CPU_logout,MEM_logout,REQ/s_viewProduct,RES_TIME_viewProduct,CPU_viewProduct,MEM_viewProduct,REQ/s_setCurrency,RES_TIME_setCurrency,CPU_setCurrency,MEM_setCurrency,CPU_adservice,MEM_adservice,CPU_emailservice,MEM_emailservice,CPU_paymentservice,MEM_paymentservice,CPU_recommendationservice,MEM_recommendationservice,CPU_redis-cart,MEM_redis-cart,CPU_shippingservice,MEM_shippingservice
4,normal,1,14.652636807331158,26.880116380615,103.08333333333331,15.0,2.721921112286869,25.996741014482648,35.59444444444444,33.0,4.819139018475113,31.53473421150045,35.59444444444444,33.0,0.5243044765470608,43.36108577479806,1.7444444444444445,8.372222222222222,1.567335722443873,46.190200982535806,35.59444444444444,33.0,2.71634340508956,34.04720309149814,103.08333333333331,15.0,16.225550236972342,22.857317561075607,33.0,8.316666666666666,2.721921112286869,29.772934241799568,77.47222222222223,28.433333333333334,10.522222222222222,98.0,2.0,40.0,1.0,17.744444444444444,21.1,39.68333333333333,3.922222222222222,3.0,2.922222222222222,7.372222222222222
4,normal,1,14.606726302531118,28.1608022169611,102.93333333333334,15.0,2.711561872815173,23.559848325105666,47.12777777777778,33.0,4.809395749725677,33.2138733782013,47.12777777777778,33.0,0.5244584692276261,33.00346036170827,1.5888888888888888,8.094444444444445,1.5733754076828783,43.57908223759528,47.12777777777778,33.0,2.711561872815173,37.87396943415367,102.93333333333334,15.0,16.180101710213997,22.33887933414924,33.06666666666667,8.588888888888889,2.711561872815173,27.293442504096788,72.63333333333334,29.594444444444445,10.577777777777778,98.0,2.0,41.0,1.0,20.0,20.70555555555556,40.0,3.7666666666666666,3.0,3.083333333333333,7.372222222222222
4,normal,1,14.693883455190734,27.51001873359363,102.89444444444445,15.0,2.7268724894073126,24.214714511211955,39.766666666666666,33.0,4.801303094846005,32.58685102207556,39.766666666666666,33.0,0.518607651359673,32.88398418282023,1.6444444444444444,8.988888888888889,1.555822954079019,48.71474307168109,39.766666666666666,33.0,2.7268724894073126,35.097350083828566,102.89444444444445,15.0,16.244129982911048,21.55602632955852,32.827777777777776,8.988888888888889,2.732448915766019,27.48979993062416,72.03888888888889,29.0,10.022222222222222,98.0111111111111,2.0,41.0,1.0,20.366666666666667,21.27777777777778,40.0,3.922222222222222,3.0,2.922222222222222,7.6722222222222225
4,normal,5,14.473653788790855,30.64380733740656,103.56666666666666,17.0,2.6736907693138527,28.67121319022221,36.7,38.0,4.884090653757037,32.28214928790528,36.7,38.0,0.5525999711107963,32.4485209390387,1.6166666666666667,10.616666666666667,1.6577999133323889,38.77149428290343,36.7,38.0,2.6736907693138527,42.053309083401125,103.56666666666666,17.0,16.131453702123245,23.57310360772084,33.13333333333333,9.383333333333333,2.6736907693138527,31.77077349683412,72.66666666666667,30.866666666666667,9.033333333333331,112.0,2.0,41.0,1.0,26.0,21.466666666666665,43.0,4.8,25.0,2.85,8.3
4,normal,5,14.509715796098774,30.66455498347481,103.13888888888889,14.683333333333334,2.687810535633977,26.106258865142404,48.04444444444445,37.98888888888889,4.806831289868233,31.840534365433623,48.04444444444445,37.98888888888889,0.529755188558564,35.76549083153575,1.6722222222222225,9.0,1.589265565675692,36.840614982453474,48.04444444444445,37.98888888888889,2.687810535633977,36.7413604833992,103.13888888888889,14.683333333333334,16.098981361774467,23.80017665569972,32.59444444444444,8.316666666666666,2.693386906039857,31.093798602466126,72.21666666666667,28.988888888888887,20.194444444444443,113.34444444444443,2.0,41.0,1.3166666666666669,17.366666666666667,21.13888888888889,40.0,4.016666666666667,3.0,3.0166666666666666,8.0
4,normal,5,14.701947223539738,28.012765281516383,104.72222222222224,17.0,2.717209980213986,25.37519189324617,53.138888888888886,38.0,4.865312325968369,32.001501306144284,53.138888888888886,38.0,0.5356307147855085,36.11301410425464,1.6722222222222225,10.05,1.5957331711318274,43.1004642345393,53.138888888888886,38.0,2.717209980213986,36.42580222582683,104.72222222222224,17.0,16.297680394671566,23.121328751798654,33.227777777777774,9.011111111111113,2.728368953438684,29.17710125531667,73.16666666666667,29.988888888888887,9.383333333333333,111.63333333333334,2.0,41.0,1.0,26.633333333333333,21.772222222222226,43.0,4.966666666666667,25.0,3.0166666666666666,8.011111111111111
4,normal,10,14.677689805601126,29.66219308052483,104.65,18.0,2.721395374290786,25.364000069635413,32.55555555555556,72.0,4.818208203662375,32.18818085271643,32.55555555555556,72.0,0.5242032073428974,34.635841680821926,1.5,22.866666666666667,1.561456362297992,40.60355661411969,32.55555555555556,72.0,2.721395374290786,35.27640689709023,104.65,18.0,16.244722797764467,22.52902022737444,33.416666666666664,24.0,2.7325486340214864,28.44740555708401,73.04444444444445,34.63333333333333,8.9,137.0,2.0,62.0,1.0,30.5,21.566666666666663,56.0,6.083333333333333,80.0,2.816666666666667,20.683333333333334
4,normal,10,14.487796857774631,30.379028835285848,103.07222222222222,16.694444444444443,2.6878822499797432,24.44188088771942,47.477777777777774,38.0,4.762347388968259,34.94957012621033,47.477777777777774,38.0,0.518616284747129,33.636892881771416,1.6944444444444444,10.305555555555555,1.5558488542413866,41.154093763803125,47.477777777777774,38.0,2.6878822499797432,35.05039665774593,103.07222222222222,16.694444444444443,16.03806919282519,24.051030152881903,32.68888888888889,9.683333333333334,2.6934587691705727,29.26237034162735,71.7611111111111,30.14444444444445,8.7,112.31666666666666,2.0,41.0,1.0,26.622222222222224,21.127777777777776,43.0,6.3,48.0,2.7666666666666666,8.305555555555555
4,normal,10,14.564885034460994,29.80667733432335,105.03888888888888,17.0,2.7050669058630548,25.61459004940212,55.47222222222222,43.0,4.784167916154494,34.53129209355271,55.47222222222222,43.0,0.5197752525728597,32.806308074996394,1.6555555555555554,10.02777777777778,1.559325757718579,45.71435653427649,55.47222222222222,43.0,2.7050669058630548,35.73254491304156,105.03888888888888,17.0,16.12421079217957,23.06508567104313,32.96666666666667,8.683333333333334,2.7050669058630548,29.7694911157822,74.36111111111111,29.127777777777776,9.13888888888889,128.0,2.0,41.0,1.0,26.05,21.55555555555556,43.0,4.5777777777777775,18.0,2.9444444444444446,8.0
4,stress_cart,1,12.664035351261772,36.1156286657909,131.1611111111111,15.316666666666666,2.587455923815704,31.807313995661136,50.27222222222223,77.08888888888889,9.669501232535408,41.43339516494363,50.27222222222223,77.08888888888889,2.035390974553301,32.82620879457283,4.605555555555555,21.683333333333334,5.029925093279664,44.1126627571921,50.27222222222223,77.08888888888889,2.035390974553301,45.95051638357727,131.1611111111111,15.316666666666666,18.79251392943733,27.3821071922798,46.28888888888889,24.316666666666663,2.0465438018111275,46.03624329154117,85.63333333333334,33.05,11.22222222222222,138.72222222222223,2.5055555555555555,67.72222222222223,1.9111111111111112,22.594444444444445,29.89444444444445,55.40555555555556,4.694444444444445,6.0,4.605555555555555,19.405555555555555
