NUSER,LOAD,SR,REQ/s_home,RES_TIME_home,CPU_home,MEM_home,REQ/s_viewCart,RES_TIME_viewCart,CPU_viewCart,MEM_viewCart,REQ/s_addToCart,RES_TIME_addToCart,CPU_addToCart,MEM_addToCart,REQ/s_checkout,RES_TIME_checkout,CPU_checkout,MEM_checkout,REQ/s_cartEmpty,RES_TIME_cartEmpty,CPU_cartEmpty,MEM_cartEmpty,REQ/s_logout,RES_TIME_logout,CPU_logout,MEM_logout,REQ/s_viewProduct,RES_TIME_viewProduct,CPU_viewProduct,MEM_viewProduct,REQ/s_setCurrency,RES_TIME_setCurrency,CPU_setCurrency,MEM_setCurrency,CPU_adservice,MEM_adservice,CPU_emailservice,MEM_emailservice,CPU_paymentservice,MEM_paymentservice,CPU_recommendationservice,MEM_recommendationservice,CPU_redis-cart,MEM_redis-cart,CPU_shippingservice,MEM_shippingservice
1,normal,1,4.086170140267433,19.363238158865435,26.93888888888889,12.15,0.8172340280534868,9.2811649653276,19.127777777777776,29.961111111111112,0.8172340280534868,11.800896760502075,19.127777777777776,29.961111111111112,0.0,0.0,1.0,7.0,0.0,0.0,19.127777777777776,29.961111111111112,0.8172340280534868,30.033214658431785,26.93888888888889,12.15,4.086170140267433,13.761571282361418,8.238888888888889,7.4,0.8172340280534868,11.82272856874066,28.6,22.39444444444445,24.77777777777778,89.16111111111111,2.0,40.0,1.0,13.077777777777778,6.3,38.71666666666667,2.0,2.0,1.0,7.0
1,normal,1,4.204439356053762,15.051089574668971,27.38888888888889,13.366666666666667,0.8408878712107525,7.15835723997164,14.511111111111113,32.31666666666667,0.8408878712107525,8.460938533335138,14.511111111111113,32.31666666666667,0.0,0.0,1.0,7.0,0.0,0.0,14.511111111111113,32.31666666666667,0.8408878712107525,24.35623210669898,27.38888888888889,13.366666666666667,4.204439356053762,14.05952399866328,8.605555555555556,8.0,0.8408878712107525,8.363367553317099,20.56111111111111,28.461111111111112,13.866666666666667,92.82222222222222,2.0,40.0,1.0,14.0,6.033333333333333,38.77777777777778,2.0,2.0,1.0,7.316666666666666
1,normal,1,4.200717413233463,14.771724276218556,27.07777777777778,13.683333333333334,0.8367962974568651,5.974245099990488,13.988888888888887,32.638888888888886,0.8367962974568651,8.418625113342083,13.988888888888887,32.638888888888886,0.0,0.0,1.0,7.0,0.0,0.0,13.988888888888887,32.638888888888886,0.8367962974568651,33.6026336799902,27.07777777777778,13.683333333333334,4.200717413233463,12.456361529878572,8.522222222222222,8.0,0.8423749394399108,8.279662509914415,20.383333333333333,29.011111111111116,7.694444444444445,92.18888888888888,2.0,40.0,1.0,14.0,6.338888888888889,39.0,2.0,2.0,1.0,7.0
1,normal,5,4.201871593149243,14.941684550665876,27.177777777777777,13.316666666666666,0.8403743186298487,6.496086833336297,13.716666666666669,37.0,0.8403743186298487,8.98233397333494,13.716666666666669,37.0,0.0,0.0,1.0,7.0,0.0,0.0,13.716666666666669,37.0,0.8403743186298487,27.035578113324544,27.177777777777777,13.316666666666666,4.201871593149243,13.818306350670657,8.494444444444444,8.0,0.8403743186298487,8.317781946664885,19.788888888888888,29.05555555555556,11.605555555555556,110.06111111111112,2.0,40.0,1.0,13.738888888888887,6.116666666666666,39.0,2.0,2.0,1.0,7.0
1,normal,5,4.212655779290487,14.64905464223398,26.86111111111111,17.22222222222222,0.8425311558580973,7.599201085713202,13.02777777777778,38.0,0.8425311558580973,8.095856436938032,13.02777777777778,38.0,0.0,0.0,1.0,10.0,0.0,0.0,13.02777777777778,38.0,0.8425311558580973,28.38996797347124,26.86111111111111,17.22222222222222,4.212655779290487,13.197959671494711,8.511111111111111,9.0,0.8425311558580973,8.25918056322331,20.20555555555556,29.488888888888887,3.25,112.0,2.0,41.0,1.0,27.0,6.5,43.0,2.6666666666666665,25.0,1.0,8.46111111111111
1,normal,5,4.23502806896944,14.423526624424,27.45,17.0,0.8481215632191764,6.51568952640733,12.322222222222225,38.0,0.8481215632191764,8.9621926972062,12.322222222222225,38.0,0.0,0.0,1.0,10.0,0.0,0.0,12.322222222222225,38.0,0.8425418160927345,25.365523172267604,27.45,17.0,4.23502806896944,12.582372919623284,8.427777777777777,9.0,0.8481215632191764,8.113665085482737,20.33888888888889,30.177777777777777,3.083333333333333,112.0,2.0,41.0,1.0,27.0,6.755555555555556,43.0,2.816666666666667,25.0,1.0,8.0
1,normal,10,4.213149137073631,14.44899149422938,26.75555555555556,17.805555555555557,0.8426298274147263,8.28741743099808,13.438888888888888,38.0,0.8426298274147263,8.859391205204767,13.438888888888888,38.0,0.0,0.0,1.0,11.0,0.0,0.0,13.438888888888888,38.0,0.8426298274147263,31.24895113938957,26.75555555555556,17.805555555555557,4.213149137073631,12.516814944105352,8.438888888888888,9.683333333333334,0.8426298274147263,8.137124893853027,20.194444444444443,30.511111111111116,3.0,112.0,2.0,41.0,1.0,27.75555555555556,6.0,43.0,2.0,47.0,1.0,8.122222222222222
1,normal,10,4.220032217319589,15.327296866261475,26.86111111111111,17.983333333333334,0.8440064434639178,6.078972357451693,12.438888888888888,43.0,0.8440064434639178,8.079362357691947,12.438888888888888,43.0,0.0,0.0,1.0,10.683333333333334,0.0,0.0,12.438888888888888,43.0,0.8440064434639178,31.61495430447529,26.86111111111111,17.983333333333334,4.220032217319589,11.79545151515184,8.394444444444444,8.644444444444444,0.8440064434639178,8.13646305964208,20.1,29.038888888888888,3.0166666666666666,128.0,2.0,41.0,1.0,26.961111111111112,6.35,43.0,2.6333333333333333,17.0,1.0,8.327777777777778
1,normal,10,4.2164642561794485,14.377567436933882,26.75555555555556,17.0,0.8432928512358898,5.698497714655973,11.8,38.0,0.8432928512358898,9.414636881540943,11.8,38.0,0.0,0.0,1.0,11.0,0.0,0.0,11.8,38.0,0.8432928512358898,29.4407002849694,26.75555555555556,17.0,4.2164642561794485,13.198553829354433,8.355555555555556,9.294444444444444,0.8432928512358898,8.094110158684552,20.011111111111116,30.094444444444445,3.15,112.0,2.0,41.0,1.0,27.61111111111111,5.983333333333333,43.0,2.0,47.0,1.0,8.633333333333333
1,stress_cart,1,4.986334179187669,16.84968216393559,46.66111111111111,14.455555555555556,0.7123334541696671,12.773107165080225,22.122222222222224,33.0,3.5616672708483352,17.111826337659437,22.122222222222224,33.0,0.7123334541696671,19.86632343289061,1.5444444444444445,8.13888888888889,2.137000362509001,11.023984578565823,22.122222222222224,33.0,0.7123334541696671,11.101216125241518,46.66111111111111,14.455555555555556,7.123334541696671,11.95606628683117,16.144444444444446,8.13888888888889,0.7123334541696671,8.496858276047297,34.416666666666664,28.86111111111111,7.0777777777777775,94.0,2.0,40.0,1.5444444444444445,15.0,10.661111111111111,39.0,2.5444444444444443,2.0,1.8611111111111112,7.455555555555556
