time,geospatialanalysisservice_cpu,surveyservice_cpu,surveyservice-db_cpu,transformation-consumer_cpu,transformation-worker_cpu,unicloudauth_cpu,unicloudauth-api_cpu,unicloudauth-db_cpu,geospatialanalysisservice_memory,surveyservice_memory,surveyservice-db_memory,transformation-consumer_memory,transformation-worker_memory,unicloudauth_memory,unicloudauth-api_memory,unicloudauth-db_memory,geospatialanalysisservice_memory_rss,surveyservice_memory_rss,surveyservice-db_memory_rss,transformation-consumer_memory_rss,transformation-worker_memory_rss,unicloudauth_memory_rss,unicloudauth-api_memory_rss,unicloudauth-db_memory_rss,geospatialanalysisservice_memory_cache,surveyservice_memory_cache,surveyservice-db_memory_cache,transformation-consumer_memory_cache,transformation-worker_memory_cache,unicloudauth_memory_cache,unicloudauth-api_memory_cache,unicloudauth-db_memory_cache,geospatialanalysisservice_energy,surveyservice_energy,surveyservice-db_energy,transformation-consumer_energy,transformation-worker_energy,unicloudauth_energy,unicloudauth-api_energy,unicloudauth-db_energy,geospatialanalysisservice_energy_Anomaly,surveyservice_energy_Anomaly,surveyservice-db_energy_Anomaly,transformation-consumer_energy_Anomaly,transformation-worker_energy_Anomaly,unicloudauth_energy_Anomaly,unicloudauth-api_energy_Anomaly,unicloudauth-db_energy_Anomaly
1701200167.564,0.78441439058327,0.10562519918278,0.15098695628816,0.75446013510983,12.74540633280728,0.18587037708283,0.19291565613716,0.02774659786645,0,36073319.07925,29763572.300915062,12451.717020078817,33334865.929841425,11367644.18471326,6982264.506836612,0.0,0,7759993.2286970755,0.0,0,0.0,0.0,3394.2742142335696,0,0,0,0,0,0.0,0,0,0,0.067612075090909,0.0628630055454545,0.1366899526484845,0.2343106214060605,1.7160571313818185,0.1056161818181815,0.0899801818181815,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1701200172.564,0.8182726246431399,0.1007051273955999,0.14258853803052,2.9981682140466,49.19587614707159,0.17891306709382,0.19371273494286,0.0303484122054399,0,36407299.955430105,24793987.003920306,1832365.856540749,35642711.51058278,13574749.74223008,7009140.163593511,0.0,0,7831599.465161195,0.0,0,4417391.707741375,0.0,3082.688003802658,0,0,0,0,0,9724791.204407075,0,0,0,0.1383733472,0.0628630055454545,0.098678474921212,0.3431200708363635,2.692371947769697,0.0957771818181815,0.0801411818181815,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1701200177.564,3.24205859729287,0.09313514417759,0.11722002117312,6.4135700958608295,81.94854481631695,0.17789345232772,0.18705771965323,0.03884778133659,0,26448086.63272832,24852638.567404136,3426471.6641569035,40114377.15481015,10989745.354389856,8209792.496612153,0.0,0,663.1289237466495,0.0,0,7939934.930803279,0.0,3345.597653566987,0,0,0,0,0,9820896.13200107,0,0,0,0.2031062677393935,0.0546173636363635,0.0900994405272725,0.6055830496848484,4.115610962848486,0.089681545454545,0.0760160909090905,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1701200182.564,4.43944570389479,0.09426702328254,0.0897316285970599,7.96043749129821,109.7033769969521,0.1765705169944,0.18383584690403,0.04019574957774,0,19456182.926103093,25363643.250966243,5112833.913457662,39475269.37669377,9150677.208713932,8135547.630876807,0.0,0,731.704412377682,0.0,0,10290436.856368564,0.0,2864.0721317508514,0,0,0,0,0,9130805.4200542,0,0,0,0.3549065503333329,0.0567243179393935,0.0700368385575755,0.842690909090909,10.121013502327273,0.0916646063151515,0.0640033636363635,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1701200187.564,5.7028759037476,0.09027248718426,0.06986608009707,10.40074312700538,157.22778794338137,0.17340648032666,0.18315327926138,0.0254414157158599,0,17753463.43760755,24712114.220445458,6695591.910306788,64186279.13775558,10500710.52946302,6513055.83756345,0.0,0,593.5479196478707,0.0,0,27543051.605143864,139.96002118535478,2862.6498933274474,0,0,0,0,0,13792880.38137108,0,0,0,0.489967279981818,0.0567243179393935,0.067678858933333,0.8421399787212119,9.02453004057576,0.058751818181818,0.0618174545454544,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1701200192.564,6.7659277642248,0.09246710382126,0.04454103438889,12.62574742616502,186.73571489350263,0.16914974330134,0.1793969091177299,0.02582707227796,0,18209026.582207933,25125602.10507214,6714061.092433937,61796796.48250262,11147245.832048329,8159820.596046032,0.0,0,760.8715843441753,0.0,0,26823876.88759145,222.91965241369303,2870.463263499558,0,0,0,0,0,19500179.22098966,0,0,0,0.5122782592363635,0.029442909090909,0.0539375862060605,0.8731726683575756,12.231151734525254,0.0585442284242419,0.0504332727272725,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1701200197.564,8.367770509929,0.0896432551612,0.02294488513965,14.69324542124551,220.87724589804907,0.16720536956999,0.17806616110488,0.03760940346589,0,17862706.827748317,25062928.76667692,6812713.26007326,89717059.80909275,11250797.743755035,6402341.660942189,406172.258016737,0,746.3692851546127,0.0,0,27168042.634739287,225.0384587209728,2665.606131819661,0,0,0,0,0,19684059.36574012,0,0,0,0.5590378199212119,0.0317124610787875,0.0,1.1532597907878783,14.104638419627271,0.0441841818181815,0.047249818181818,0.0023735836,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1701200202.564,9.513537889528587,0.08547025149387,0.0343066982809599,16.89138145747373,258.8332672882196,0.16835240397711,0.17121118948725,0.0363265484038,0,17968821.7912527,19895592.89396634,8483310.667202277,114861787.2936975,10459388.722418958,6335321.684331137,391914.10757989896,0,450.4894233236792,0.0,0,27159120.290463243,209.20730046308904,2786.5940991120024,0,0,0,0,0,19463677.201899927,0,0,0,0.7118573636363635,0.0317124610787875,0.0,1.174702756987879,14.460994870773336,0.033225545454545,0.033334727272727,0.0023735836,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1701200207.564,10.71209063101562,0.09123388707368,0.03312632786651,18.88328059122945,281.44334871906585,0.1672786433237799,0.16679230159587,0.02368962786576,0,17895016.41139853,24627438.61396706,8417993.370405925,124562227.15722787,10534527.958298324,4783167.116971073,404957.6549636357,0,523.4122565216597,0.0,0,25906996.83246893,210.70320135804795,2803.559206023272,0,0,0,0,0,23467613.984587006,0,0,0,0.740302625381818,0.015461818181818,0.0,1.459809897309091,15.376374887856564,0.033225278654545,0.0310823636363635,0.0023735836,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1701200212.564,12.16724788393684,0.09255686217088,0.03488095565294,21.18286191868338,329.9541436648302,0.162799215949,0.16474525035608,0.03514293912396,0,8976683.525297102,20569149.309166543,8391429.881074836,133629813.35192,8892368.087495022,4847554.143384098,388640.8190013993,0,525.0224313782937,0.0,0,27711747.412316628,222.50389309383263,2991.855666337972,0,0,0,0,0,28248287.37520292,0,0,0,0.9010413045636364,0.019872081793939,0.0,1.7344052201757576,19.551655874454543,0.023132818181818,0.030972539284848,0.0023735836,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
