accuracy,failures
0.9409873278236914,6.0
0.9359449035812673,6.0
0.9386115702479338,6.0
0.9592837465564739,4.0
0.9371460055096419,6.0
0.9092088154269973,7.0
0.9340947658402203,6.0
0.9317597796143251,5.0
0.9463573396300669,5.0
0.9293553719008264,5.0
0.9475977961432507,6.0
0.9461322314049587,6.0
0.9409873278236914,6.0
0.9568870523415978,5.0
0.9489652892561984,4.0
0.8868991735537191,10.0
0.9448209366391185,5.0
0.9093112947658403,7.0
0.9054207005116096,7.0
0.9133939393939394,8.0
0.9343360881542699,7.0
0.9750523415977962,3.0
0.854201652892562,11.0
0.9610314049586777,4.0
0.9226831955922865,7.0
0.9475977961432507,6.0
0.9278567493112948,7.0
0.9001446674537583,7.0
0.9327603305785124,6.0
0.87513608815427,9.0
