accuracy,failures
0.9066587572933812,114.0
0.8973796232181694,120.0
0.9231177575081586,103.0
0.9035700972868558,110.0
0.9035963403390374,122.0
0.9029769980520591,113.0
0.8897781494788367,124.0
0.9033102023886387,107.0
0.9045017391160178,109.0
0.8946943463220773,113.0
0.9064713428664405,111.0
0.9034405497829914,112.0
0.8790467354173914,131.0
0.9091252923038975,113.0
0.897625761003427,120.0
0.9056683753179473,108.0
0.8940070190472177,122.0
0.9121567336059169,105.0
0.9050722973759096,112.0
0.8998524525466001,116.0
0.889044846249478,120.0
0.9063631404359463,113.0
0.9027937738980994,115.0
0.899288530882511,120.0
0.9051687413899764,115.0
0.9031039841544878,115.0
0.9067412030432714,105.0
0.8995200845009133,111.0
0.9072013442423686,109.0
0.9064483015940604,113.0
