accuracy,failures
0.5939140545129984,232.0
0.6893432537335933,201.0
0.6849118206694345,210.0
0.6530820940112402,213.0
0.6487648757579729,215.0
0.6937299582026732,194.0
0.629034610418636,221.0
0.6701838369181027,199.0
0.6432261066995519,217.0
0.6547251031050207,221.0
0.6420420702043939,221.0
0.6904342694567467,202.0
0.6570746854620213,203.0
0.6861720235822224,203.0
0.6452649040700396,216.0
0.6453671109757448,222.0
0.6790018423059896,208.0
0.6368973390166939,218.0
0.647267369079294,218.0
0.6612922636580101,208.0
0.6474247907952955,211.0
0.6476755419759919,212.0
0.7021796812878964,197.0
0.6569011252870862,211.0
0.663999675935151,208.0
0.6565788077156507,218.0
0.6709243286700382,214.0
0.6721854026965572,213.0
0.6609281013916899,214.0
0.6486427865857204,220.0
