accuracy,failures
0.7245390138822868,237.0
0.7406748622519157,219.0
0.7185792328319074,238.0
0.7166461781085922,242.0
0.7158353301460174,237.0
0.7127470302304608,245.0
0.7392525080146056,220.0
0.7213711540173213,235.0
0.7186592206686648,232.0
0.6826086033498449,258.0
0.7140421793966915,237.0
0.7245705457308591,231.0
0.7426040085744723,222.0
0.7313457879486778,229.0
0.7162046675763658,240.0
0.7032447687592711,249.0
0.7131299067875384,241.0
0.7222046517834289,229.0
0.7299069903377622,231.0
0.7270275661780838,232.0
0.7096302375292983,241.0
0.7156827515547237,244.0
0.7321452267814842,229.0
0.7174272106341815,238.0
0.7167431554001162,240.0
0.7224975044887251,230.0
0.6831056082372157,258.0
0.7101970977364651,242.0
0.72036914221706,232.0
0.7501876796092901,212.0
