accuracy,failures
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
0.5396551724137931,139.0
