accuracy,failures
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
0.88962,100.0
