Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,6045,0,8,18.133811092942434,1.8305834382772446,191.47260300815105,8649.0,19.5403601657364,0.0,8,12,15,19,46,89,110,130,160,190,190
GET,/catalogue,34715,0,11,16.27369921101276,3.3669592812657356,167.30028856545687,2795.0,112.2156498186169,0.0,11,15,18,21,31,45,71,89,140,150,170
GET,/category.html,34716,0,9,13.902956268184942,1.8119234591722488,178.6791104823351,11518.0,112.21888230168815,0.0,9,12,16,19,29,45,67,85,130,170,180
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,3749,0,9,13.792333115368216,2.0623253658413887,132.99171719700098,10364.0,12.118579034134948,0.0,9,12,16,19,28,43,66,82,130,130,130
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,3845,0,9,14.350632920144283,1.975158229470253,133.38693138211966,10364.0,12.428897408975427,0.0,9,13,16,20,30,45,70,85,130,130,130
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,3811,0,9,14.06971657953177,2.063819207251072,147.80856762081385,10364.0,12.318992984552757,0.0,9,13,16,19,29,45,70,86,130,150,150
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,3919,0,9,13.742713620075845,1.9971728324890137,161.20234224945307,10364.0,12.668101156248296,0.0,9,12,16,18,29,42,66,81,130,160,160
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,3836,0,9,13.717720319047897,2.062734216451645,136.03797741234303,10364.0,12.399805061334133,0.0,9,13,16,18,29,43,65,77,110,140,140
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,3776,0,9,13.673049045807556,2.0551923662424088,141.12029876559973,10364.0,12.205856077058833,0.0,9,12,16,18,28,42,66,81,130,140,140
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,3895,0,9,13.883027584986602,2.071008086204529,139.3956197425723,10364.0,12.590521562538177,0.0,9,13,16,19,29,42,67,84,130,140,140
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,3856,0,9,13.996095378946945,2.1090498194098473,141.52507949620485,10364.0,12.464454722759232,0.0,9,13,16,19,29,44,69,88,130,140,140
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,3801,0,9,13.784152419854939,2.0663850009441376,144.40165739506483,10364.0,12.286668153840209,0.0,9,13,16,19,28,41,64,78,120,140,140
GET,/login,6044,0,62,69.01008755934483,8.440430276095867,228.10110822319984,13.0,19.537127682665144,0.0,62,66,70,73,95,130,160,170,200,230,230
,Aggregated,116008,0,10,17.700183505316225,1.8119234591722488,228.10110822319984,7815.691348872491,374.9938961301486,0.0,10,15,19,23,45,63,83,110,160,200,230
