time,geospatialanalysisservice_cpu,surveyservice_cpu,surveyservice-db_cpu,transformation-consumer_cpu,transformation-worker_cpu,unicloudauth_cpu,unicloudauth-api_cpu,unicloudauth-db_cpu,geospatialanalysisservice_memory,surveyservice_memory,surveyservice-db_memory,transformation-consumer_memory,transformation-worker_memory,unicloudauth_memory,unicloudauth-api_memory,unicloudauth-db_memory,geospatialanalysisservice_memory_rss,surveyservice_memory_rss,surveyservice-db_memory_rss,transformation-consumer_memory_rss,transformation-worker_memory_rss,unicloudauth_memory_rss,unicloudauth-api_memory_rss,unicloudauth-db_memory_rss,geospatialanalysisservice_memory_cache,surveyservice_memory_cache,surveyservice-db_memory_cache,transformation-consumer_memory_cache,transformation-worker_memory_cache,unicloudauth_memory_cache,unicloudauth-api_memory_cache,unicloudauth-db_memory_cache,surveyservice_disk,surveyservice-db_disk,transformation-worker_disk,unicloudauth-db_disk,geospatialanalysisservice_power,surveyservice_power,surveyservice-db_power,transformation-consumer_power,transformation-worker_power,unicloudauth_power,unicloudauth-api_power,unicloudauth-db_power
1701124484.346,0.01679726943932328,0.0011123636396127114,0.0003693385312882257,0.06971570755945684,0.5115419320271886,0.0018572532510627653,0.001901792377628801,0.0004021897871280081,0,36536829.41996354,16015666.2583865,1567981.159342718,26844723.34702483,9428198.3820918,5807901.55202498,0,0,7908818.126585897,0,0,0,3967.3548456529925,4212.985581779778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032848690466666663,0.01412489473030303,0.00027727871212121215,0.09364376662727274,0.7862152479454545,0.0222712,0.01775098181818182,0
1701124489.346,0.052267749097538715,0.14752554253512942,0.00036978121647418283,0.1455657887113688,1.2531998862071485,0.001776430502829314,0.0018578456950631885,0.00041320928175166366,0,63230844.05591879,15929898.499863626,1568402.0686345946,27064443.012012895,7535175.990258576,4603726.738794437,0,0,25483665.78766752,0,218.37956956761272,150.0146498681512,4254.136523171692,4319.810891899264,0,0,17486382.256258354,0,0,0,0,0,0,0,0,0,0,0.04481108552121212,0.012418454545454543,0.00027727871212121215,0.09812443566060605,0.8900992408424243,0.019950181818181815,0.015429963636363637,0
1701124494.346,0.08507031571387533,0.34519480387986357,0.0003655661440069479,0.21305526951982945,1.9883764363464524,0.0017656755289203667,0.0018071325973703796,0.0004153693247206447,1838.5521401896008,64189843.11855954,12734594.160504373,3156765.4750587437,26365028.086381223,7641254.807954235,4485683.94939221,0,1838.5521401896008,25870635.81356119,0,367.3476708937957,146.08484762023645,4165.549804776173,3919.339405323032,0,0,17751861.821115553,0,0,0,0,0,0,0,0,0,0,0.05217752806666667,0.011630781818181819,0.00027727871212121215,0.17956881389090912,1.4544614068575759,0.01916250909090909,0.014867854545454546,0
1701124499.346,0.12201496062680114,0.6099498198117025,0.00036316481937230863,0.28164118587567566,2.60362101752197,0.0017191283793552095,0.001757531140430147,0.00027476681508405284,1844.3804034582129,79360884.99871281,9444411.949629046,4732576.827056055,27152880.979028676,7604202.978169728,4578666.184709922,0,1844.3804034582129,38607786.39991174,0,882.8061856781076,17735.831055171275,4145.149631343069,4145.59913247786,0,0,21034086.217978988,0,0,0,0,0,0,0,0,0,0,0.09573983940909091,0.025461321121212126,0.00027727871212121215,0.25975814314242424,1.808926650309091,0.01828376684848485,0.013272963636363636,0
1701124504.346,0.16544401809335013,0.8568886380811018,0.00036086630205228124,0.33894796554743467,3.3798618165152945,0.0016606430110252153,0.0017254894054074058,0.00038771480263762086,1845.3775455036944,89446183.27744488,12651310.12075594,4711340.540733726,20638618.15345183,7618425.041186161,4688527.934563355,399420.7519791341,1845.3775455036944,41257369.61501108,0,1317.4889655295653,5984126.59497409,4300.88527617358,4396.395062642263,0,0,26520865.856566433,0,0,0,0,0,0,0,0,0,0,0.13833507803030304,0.14828841330606063,0.00027727871212121215,0.26126432796363636,2.656381310639394,0.016273690909090907,0.012732621318181819,0
1701124509.346,0.19656677524924943,1.143678811329023,0.00019821073274771468,0.41526503935602493,4.166989465387631,0.0015804751224219864,0.0016632735809415922,0.00038133012357277054,1897.6316667284384,99862083.63463715,12666683.439973973,6268319.488817891,19804046.173578452,7515897.201272474,4625126.842903337,392861.3961555138,1897.6316667284384,43448849.932434894,0,1681.475003123494,5751882.570899244,4318.976301962326,4340.172095657416,0,0,35481523.79743618,0,0,0,0,0,0,0,0,0,0,0.1394340102787879,0.4890387000858586,0.00027727871212121215,0.2658809713787879,2.7685695485909094,0.012674654545454545,0.010031636363636364,0
1701124514.346,0.23196455219499973,1.375744002856833,0.0019772608021029923,0.49115278967502135,4.842579738733452,0.0015185028265879293,0.0015797207962939778,0.0003880903232933203,1832.5965960949943,127704757.0968792,12369724.101422027,6342114.870351323,27165006.637087017,5678753.27668155,3397887.2811175305,400354.66529199504,1832.5965960949943,43021404.98318447,72078.71342253701,2143.3804290947146,11809474.973414984,4498.34365548034,4249.190649090487,0,0,38367216.72251594,0,0,0,0,0,0,0,0,0,0,0.14381504821515154,0.7129119353181819,0.0004899990545454546,0.3516080065,3.5995486716484852,0.010032545454545454,0.007840763636363636,0
1701124519.346,0.27870343930389735,1.597411868576288,0.001910604964589079,0.5583912553815004,5.651712169796469,0.0014491397447183095,0.0015022937133217242,0.00025666244853246676,1816.5368717957815,123849598.14707583,14615695.852859307,7800397.840295539,20371520.023427777,3861032.8638497647,2275694.406058757,410714.01050126547,1816.5368717957815,45238624.203821644,69563.15845107642,2327.9340721795966,11789157.039314738,4431.924882629108,4263.527215950898,0,0,41673060.56313453,0,0,0,0,0,0,0,0,0,0,0.1900955137727273,1.0178631327709093,0.0004899990545454546,0.353370093430303,3.992025183606061,0.009881664742424244,0.0073103454545454544,0
1701124524.346,0.316612446123368,1.8591309875819504,0.001945610131406382,0.6278325758393667,6.224888870178485,0.0014041300034522226,0.0014433677755467513,0.0003491092710106794,1844.2143178748313,121250620.93902372,17643231.551888403,8009957.215545383,20141499.84629017,3818329.0513654454,3438414.211030915,373964.5393729901,1844.2143178748313,45655675.52365821,70979.95649751028,2689.1835208724674,11677440.532378525,4465.35966713302,4223.367884083139,0,0,47026359.938143514,0,0,0,0,0,0,0,0,0,0,0.2334120733757576,1.0980157248065656,0.0004899990545454546,0.4390854202757576,4.744657348109091,0.004913727272727272,0.005141363636363636,0
1701124529.346,0.3541941577582661,2.1508495748480665,0.001959825294011306,0.7083117561266108,7.161138264910275,0.0013278115910920296,0.0013666223456154946,0.00036599539829497733,1831.1546646161548,129115553.33507325,14588563.198842047,7930705.742231205,26937444.740805253,1881427.1353188446,3368342.173889904,394110.07526143035,1831.1546646161548,74240820.84933446,71440.99873349014,2808.820875591006,17550452.923992526,4249.494678472409,4141.851017403182,0,0,52761370.82141109,0,0,0,0,0,0,0,0,0,0,0.23472248965757578,1.1736940176142856,0.0004899990545454546,0.5207597805969698,4.808574672812121,0.0020442181818181816,0.002045090909090909,0
1701124534.346,0.3934906412089582,2.3614086439739768,0.001962212601426854,0.7731947000965904,7.811732342069917,0.0012652940774024123,0.0013400179906499538,0.00034413321136971887,1830.2382526944182,147763262.57143885,14636495.271288278,9596647.846767873,33644684.06723055,4165.603446681828,2305839.448456515,368358.30199546024,1830.2382526944182,89904115.59613243,71675.72473633575,3359.151464343642,23386989.799252186,4695.771158077698,4396.048969494115,0,0,56318713.98762087,0,0,0,0,0,0,0,0,0,0,0.23497320299696972,1.1694978071083333,0.0004899990545454546,0.49813392727272726,5.034354054545455,0.0013750363636363637,0.0016047090909090908,0
1701124539.346,0.41964414573327075,2.6347840431398857,0.0018216470273624053,0.7954017080075794,8.08470422613671,0.0012157750300032712,0.0013423127166675825,0.0002493826024794472,1848.9762016539669,163095151.13473502,14838350.713352552,8085231.691837899,33356048.725192077,4617.812852311162,2325191.2911095214,409083.73309253727,1848.9762016539669,97843373.69156249,72664.59110230966,3918.103051820239,23183741.76367922,4617.812852311162,4582.916047616427,0,0,62733335.30501121,0,0,0,0,0,0,0,0,0,0,0.2673734909090909,1.4760949895501687,0.00021272034242424243,0.46394996363636365,5.226406745454544,0.0015127675121212123,0.0015129732212121215,0
1701124544.346,0.42787531449310073,2.7545458664120734,0.0018131693409847945,0.7904372814149058,8.113443595232917,0.0012320705288264427,0.0012819156813266043,0.0003486026253411861,1886.479615335016,134143924.43362114,11534494.09700647,9824091.2938895,26901298.531810768,1964806.91685611,3427188.4643114633,390491.02140497055,1886.479615335016,81637608.4421814,72161.70181658686,4353.465475768707,23354624.32481421,4426.787910408825,4208.219178082191,0,0,52277803.2617519,0,0,0,0,0,0,0,0,0,0,0.3046589454545454,1.7691869605545454,0.00021272034242424243,0.548348,5.563757309090909,0.0013626363636363636,0.0018192181818181817,0.00021513742424242427
1701124549.346,0.429181990376203,2.751929827814569,0.001955866808191472,0.7902555027564626,8.111490628760874,0.0011912323118481553,0.0012464598993566945,0.00034244988682982,0,159565723.83751816,11550325.714181138,8183608.43328615,34238968.06604732,1886758.3319916278,3505356.3620947083,384525.1096336116,0,78356072.38729326,72260.7470307267,4729.792147806004,23797621.55772676,4396.500831857457,4454.553833109067,0,0,55613531.74912349,0,0,0,0,0,0,0,0,0,0,0.29693994545454544,2.007608353387879,0.00021272034242424243,0.4629442545454545,5.504998818181818,0.0014973736151515152,0.0015936545454545454,0.00021513742424242427
1701124554.346,0.43016494963450164,2.7611798910529615,0.00200523801742932,0.7981350825095129,8.138270181875528,0.001202515184539382,0.0012988721405903171,0.0003643651189382716,0,141421941.1923388,11853736.608819772,8004079.305259708,33410124.758935165,1915573.3798314445,2330556.601177701,407626.7456464281,0,59237198.38144051,74159.41702351438,4399.73055145921,23205597.39019159,4315.024702121476,4433.144387577275,0,0,56422409.207805045,0,0,0,0,0,0,0,0,0,0,0.25206501818181815,2.0031955818181815,0.00021272034242424243,0.46931392727272725,5.341140454545454,0.001360181818181818,0.0015025506272727273,0.00021513742424242427
1701124559.346,0.4327264366491366,2.764063866520907,0.0019772522490838114,0.8028086989785809,8.179371879580778,0.001204085520262068,0.0012803537450580393,0.00023959101111490155,0,136953403.63557515,8440616.933841769,7921938.931022679,39629807.50035648,1940357.3190032756,2292570.97467189,0,0,56772549.456109285,73091.40720447226,4279.656284340041,17223218.59403964,4221.2816077146745,4436.661672052425,0,0,55983724.18777782,0,0,0,0,0,0,0,0,0,0,0.2552887272727273,2.2169475479515155,0.00021272034242424243,0.5577343818181818,5.0879759090909085,0.0014956593727272728,0.0015881454545454545,0.00021513742424242427
1701124564.346,0.4376202570633487,2.765985889656943,0.0019375203748094214,0.8063598946946071,8.230465587694546,0.0012182928014485806,0.0012670206713685315,0.00039404011402593503,0,133320034.76411374,8280215.58800029,6423872.0431872485,40472819.441157736,1948403.9762019143,2291481.448078068,0,0,55265020.33407286,71703.05803733565,4183.326950082983,17577048.074997723,4086.7669339640074,4728.512419055178,0,0,51956992.83081831,0,0,0,0,0,0,0,0,0,0,0.2550455272727273,2.206342945454545,0.00021272034242424243,0.6403551636363636,5.115889600000001,0.0013580545454545455,0.0014973564727272727,0.00021513742424242427
1701124569.346,0.4402690026605785,2.7615502457655086,0.00016901765251251373,0.8034128079598214,8.230020711922428,0.0012086620925011223,0.0012819345614869572,0.0003847586257203297,0,138574350.49127436,5636500.055627666,7944403.374704172,39846619.77990465,3785682.478670858,2323979.0713841426,0,0,55251850.41794984,0,1475072.0647480716,11549099.04290784,3972.770543331837,4795.726464454283,0,0,57059355.33069365,0,0,0,0,0,0,0,0,0,0,0.29892965454545456,1.996820195463636,0,0.5506226909090909,5.020234709090909,0.0014932251484848487,0.0013626181818181817,0.00021513742424242427
1701124574.346,0.4397377968299185,2.7652623256926776,0.0003207352728753639,0.8000487214119177,8.2575892409395,0.0012496595740834452,0.0012922862356428333,0.0003751674992913832,0,134645924.80017203,2814686.79049612,7947109.110954471,40860633.68374623,3811436.2571407915,3530542.5713227117,0,0,51854429.19101042,0,1475859.9649370129,11842432.404616628,4220.695639597947,4704.557243423489,0,0,57100433.4205527,0,0,0,0,0,0,0,0,0,0,0.25273152727272724,1.7890141045545456,0,0.5496347454545455,5.037462036363636,0.0011354909090909092,0.0014964136393939395,0.00021513742424242427
1701124579.346,0.44072631715464367,2.760971296131607,0.0003211612675925094,0.7988654663328363,8.318930529299076,0.001207327440471909,0.0012552390371438871,0.00026278117150242073,0,168506013.17523056,2818340.2621965916,9362628.595780952,39798702.78399427,3792357.9598590033,2295045.077533358,0,0,52945791.83135705,0,1450284.821365154,11507153.02121565,4493.489677001655,4505.1568698160845,0,0,63120583.22353974,0,0,0,0,0,0,0,0,0,0,0.25538887272727273,1.9877405636363632,0,0.5457717818181818,4.507987909090909,0.001277299172727273,0.0013615636363636364,0.00021513742424242427
1701124584.346,0.44147977855456677,2.760683671449454,0.0003183302398235368,0.7977276229368601,8.264996670588662,0.0012521717663038512,0.001306144379200829,0.0003930186230141728,0,169642130.7055065,2793168.6483506383,9560276.981610654,40657722.410291135,3870603.8435417856,2350003.988477731,76.00887513236131,0,25466360.856931433,0,1479888.2507473503,5877961.243572618,4661.294763311981,4764.901395967207,0,0,64912732.61501254,0,0,0,0,0,0,0,0,0,0,0.29959843636363637,1.9116503818181818,0,0.4610799818181818,5.110795872727273,0.0011279818181818182,0.001501642078787879,0.00021513742424242427
1701124589.346,0.44011747709652105,2.761116149692134,0.0003086554552911838,0.7973454978507579,8.24446822927157,0.0012387793386643637,0.0012537586727269462,0.00039664323170274924,0,150743802.51874173,2710530.2279131147,7919724.033740399,34547883.18227593,3798190.908435992,2286012.8990532313,76.70986590755862,0,7273396.357683649,0,1469008.399129512,0,4278.654275628557,4341.555431794909,0,0,62151658.76071952,0,0,0,0,0,0,0,0,0,0,0.29949763636363635,2.1180465601242426,0,0.5433048363636364,5.071388818181818,0.0012768706121212123,0.0013638909090909089,0.00021513742424242427
1701124594.346,0.43821824394932446,2.7610829032870257,0.00031811417050315867,0.7925586426920908,8.244446494963288,0.0012386464165937607,0.0012202819026770973,0.00027630610280761044,0,171982416.92154622,2833520.5323264427,9600980.477065556,34174039.924726024,5765412.65675124,2282741.6923849853,74.86386727458975,0,226.40675093046391,0,1485890.8680700862,5214.27253606878,4330.125400991543,4336.180291394531,0,0,65097978.40586652,0,0,0,0,0,0,0,0,0,0,0.29714463636363636,2.0119663055787878,0,0.544208,4.525525818181818,0.0013507636363636363,0.001498933575757576,0.00021513742424242427
1701124599.346,0.4377837363959382,2.7634747331130156,0.0003151972201766524,0.7966032476763951,8.25717540414421,0.0012574539348810042,0.0012628460109966122,0.0002784774474816969,0,173684099.94189423,2798053.6082474226,9541112.871143902,41300483.33023601,3853194.334939407,1162743.1817354257,75.34674956771273,0,25621048.22777455,0,2946421.0335973385,5974862.070247165,4784.34808001168,4548.956778210683,0,0,68231660.66240558,0,0,0,0,0,0,0,0,0,0,0.24818485454545453,1.7971579601242422,0,0.5464131818181818,4.684617254545454,0.0012735449818181818,0.001136090909090909,0
1701124604.346,0.4340592084784592,2.759619946213076,0.00034680616519270897,0.800087446788893,8.285034972875808,0.001245792356337641,0.0012616515637167028,0.00041937241226203917,0,172957822.75856963,2721110.1643335363,9350904.074612573,33310913.45064979,3869633.2141875173,2308761.0872675246,402378.4063789244,0,26116435.033686236,0,2888944.430653569,5791592.184494814,4805.132435157181,4524.655475272088,0,0,65587628.34086029,0,0,0,0,0,0,0,0,0,0,0.2962475818181818,1.787757709090909,0,0.6335907272727272,4.559845654545454,0.0011252363636363636,0.001276579190909091,0
