group,value
RAG,0.6153846153846154
RAG,0.6923076923076923
RAG,0.6923076923076923
RAG,0.6153846153846154
RAG,0.6153846153846154
RAG,0.7692307692307693
RAG,0.7692307692307693
RAG,0.6923076923076923
RAG,0.6923076923076923
RAG,0.5384615384615384
SP,0.7692307692307693
SP,0.7692307692307693
SP,0.8461538461538461
SP,0.7692307692307693
SP,0.8461538461538461
SP,0.7692307692307693
SP,0.7692307692307693
SP,0.7692307692307693
SP,0.7692307692307693
SP,0.7692307692307693
S,0.6153846153846154
S,0.6153846153846154
S,0.5384615384615384
S,0.5384615384615384
S,0.6923076923076923
S,0.5384615384615384
S,0.5384615384615384
S,0.5384615384615384
S,0.5384615384615384
S,0.5384615384615384
S5,0.6923076923076923
S5,0.6153846153846154
S5,0.6153846153846154
S5,0.6923076923076923
S5,0.6923076923076923
S5,0.6153846153846154
S5,0.6153846153846154
S5,0.6153846153846154
S5,0.6153846153846154
S5,0.6153846153846154
SP5,0.6923076923076923
SP5,0.6923076923076923
SP5,0.6923076923076923
SP5,0.6923076923076923
SP5,0.6923076923076923
SP5,0.6923076923076923
SP5,0.6923076923076923
SP5,0.6923076923076923
SP5,0.6923076923076923
SP5,0.6923076923076923
