group,value
RAG,0.46153846153846156
RAG,0.46153846153846156
RAG,0.46153846153846156
RAG,0.46153846153846156
RAG,0.46153846153846156
RAG,0.46153846153846156
RAG,0.46153846153846156
RAG,0.46153846153846156
RAG,0.46153846153846156
RAG,0.46153846153846156
SP,0.46153846153846156
SP,0.46153846153846156
SP,0.46153846153846156
SP,0.46153846153846156
SP,0.46153846153846156
SP,0.46153846153846156
SP,0.46153846153846156
SP,0.46153846153846156
SP,0.46153846153846156
SP,0.46153846153846156
S,0.46153846153846156
S,0.46153846153846156
S,0.46153846153846156
S,0.46153846153846156
S,0.46153846153846156
S,0.46153846153846156
S,0.46153846153846156
S,0.46153846153846156
S,0.46153846153846156
S,0.46153846153846156
S5,0.46153846153846156
S5,0.46153846153846156
S5,0.46153846153846156
S5,0.46153846153846156
S5,0.46153846153846156
S5,0.46153846153846156
S5,0.46153846153846156
S5,0.46153846153846156
S5,0.46153846153846156
S5,0.46153846153846156
SP5,0.46153846153846156
SP5,0.46153846153846156
SP5,0.46153846153846156
SP5,0.46153846153846156
SP5,0.46153846153846156
SP5,0.46153846153846156
SP5,0.46153846153846156
SP5,0.46153846153846156
SP5,0.46153846153846156
SP5,0.46153846153846156
