group,value
RAG,0.47058823529411764
RAG,0.47058823529411764
RAG,0.47058823529411764
RAG,0.47058823529411764
RAG,0.47058823529411764
RAG,0.47058823529411764
RAG,0.47058823529411764
RAG,0.47058823529411764
RAG,0.47058823529411764
RAG,0.47058823529411764
SP,0.631578947368421
SP,0.631578947368421
SP,0.631578947368421
SP,0.631578947368421
SP,0.631578947368421
SP,0.7000000000000001
SP,0.7000000000000001
SP,0.7000000000000001
SP,0.7000000000000001
SP,0.7000000000000001
S,0.631578947368421
S,0.631578947368421
S,0.631578947368421
S,0.631578947368421
S,0.631578947368421
S,0.7000000000000001
S,0.7000000000000001
S,0.7000000000000001
S,0.7000000000000001
S,0.7000000000000001
S5,0.631578947368421
S5,0.7000000000000001
S5,0.7000000000000001
S5,0.7000000000000001
S5,0.7000000000000001
S5,0.5555555555555556
S5,0.5555555555555556
S5,0.5555555555555556
S5,0.5555555555555556
S5,0.5555555555555556
SP5,0.5555555555555556
SP5,0.5555555555555556
SP5,0.5555555555555556
SP5,0.5555555555555556
SP5,0.5555555555555556
SP5,0.5555555555555556
SP5,0.5555555555555556
SP5,0.5555555555555556
SP5,0.5555555555555556
SP5,0.5555555555555556
