group,value
RAG,1.0
RAG,1.0
RAG,1.0
RAG,1.0
RAG,1.0
RAG,1.0
RAG,1.0
RAG,1.0
RAG,1.0
RAG,1.0
SP,0.7142857142857143
SP,0.75
SP,0.6666666666666666
SP,0.625
SP,0.6666666666666666
SP,0.4444444444444444
SP,0.5555555555555556
SP,0.4444444444444444
SP,0.4444444444444444
SP,0.4444444444444444
S,0.875
S,0.8571428571428571
S,1.0
S,1.0
S,1.0
S,0.8571428571428571
S,0.8571428571428571
S,0.8571428571428571
S,0.8571428571428571
S,0.8571428571428571
S5,1.0
S5,1.0
S5,1.0
S5,1.0
S5,1.0
S5,1.0
S5,1.0
S5,1.0
S5,1.0
S5,1.0
SP5,0.5714285714285714
SP5,0.5714285714285714
SP5,0.5714285714285714
SP5,0.5714285714285714
SP5,0.5714285714285714
SP5,0.5714285714285714
SP5,0.5714285714285714
SP5,0.5714285714285714
SP5,0.5714285714285714
SP5,0.5714285714285714
