group,value
RAG,0.761904761904762
RAG,0.8181818181818181
RAG,0.8181818181818181
RAG,0.761904761904762
RAG,0.761904761904762
RAG,0.8695652173913044
RAG,0.8695652173913044
RAG,0.8181818181818181
RAG,0.8181818181818181
RAG,0.7000000000000001
SP,0.8695652173913044
SP,0.8695652173913044
SP,0.9166666666666666
SP,0.8695652173913044
SP,0.9166666666666666
SP,0.8695652173913044
SP,0.8695652173913044
SP,0.8695652173913044
SP,0.8695652173913044
SP,0.8695652173913044
S,0.761904761904762
S,0.761904761904762
S,0.7000000000000001
S,0.7000000000000001
S,0.8181818181818181
S,0.7000000000000001
S,0.7000000000000001
S,0.7000000000000001
S,0.7000000000000001
S,0.7000000000000001
S5,0.8181818181818181
S5,0.761904761904762
S5,0.761904761904762
S5,0.8181818181818181
S5,0.8181818181818181
S5,0.761904761904762
S5,0.761904761904762
S5,0.761904761904762
S5,0.761904761904762
S5,0.761904761904762
SP5,0.8181818181818181
SP5,0.8181818181818181
SP5,0.8181818181818181
SP5,0.8181818181818181
SP5,0.8181818181818181
SP5,0.8181818181818181
SP5,0.8181818181818181
SP5,0.8181818181818181
SP5,0.8181818181818181
SP5,0.8181818181818181
