group,value
RAG,0.5
RAG,0.5
RAG,0.5
RAG,0.5
RAG,0.5
RAG,0.5
RAG,0.5
RAG,0.5
RAG,0.5
RAG,0.5
SP,0.7142857142857143
SP,0.7999999999999999
SP,0.8
SP,0.7142857142857143
SP,0.8
SP,0.6153846153846153
SP,0.7142857142857143
SP,0.6153846153846153
SP,0.6153846153846153
SP,0.6153846153846153
S,0.875
S,0.7999999999999999
S,0.8750000000000001
S,0.8750000000000001
S,0.9411764705882353
S,0.7999999999999999
S,0.7999999999999999
S,0.7999999999999999
S,0.7999999999999999
S,0.7999999999999999
S5,0.8
S5,0.8
S5,0.8
S5,0.8
S5,0.8
S5,0.8
S5,0.8
S5,0.8
S5,0.8
S5,0.8
SP5,0.6153846153846153
SP5,0.6153846153846153
SP5,0.6153846153846153
SP5,0.6153846153846153
SP5,0.6153846153846153
SP5,0.6153846153846153
SP5,0.6153846153846153
SP5,0.6153846153846153
SP5,0.6153846153846153
SP5,0.6153846153846153
