group,value
RAG,0.9166666666666666
RAG,0.9166666666666666
RAG,0.9166666666666666
RAG,0.9166666666666666
RAG,0.8695652173913044
RAG,0.8695652173913044
RAG,0.8695652173913044
RAG,0.8695652173913044
RAG,0.9166666666666666
RAG,0.9166666666666666
SP,0.9166666666666666
SP,0.9166666666666666
SP,0.9166666666666666
SP,0.9166666666666666
SP,0.9166666666666666
SP,0.9166666666666666
SP,0.9166666666666666
SP,0.9166666666666666
SP,0.9166666666666666
SP,0.9166666666666666
S,0.9166666666666666
S,0.9166666666666666
S,0.9166666666666666
S,0.9166666666666666
S,0.9166666666666666
S,0.9166666666666666
S,0.9166666666666666
S,0.9166666666666666
S,0.9166666666666666
S,0.9166666666666666
S5,0.9166666666666666
S5,0.9166666666666666
S5,0.9166666666666666
S5,0.9166666666666666
S5,0.9166666666666666
S5,0.9166666666666666
S5,0.9166666666666666
S5,0.9166666666666666
S5,0.9166666666666666
S5,0.9166666666666666
SP5,0.9166666666666666
SP5,0.9166666666666666
SP5,0.9166666666666666
SP5,0.9166666666666666
SP5,0.9166666666666666
SP5,0.9166666666666666
SP5,0.9166666666666666
SP5,0.9166666666666666
SP5,0.9166666666666666
SP5,0.9166666666666666
