group,value
RAG,0.8461538461538461
RAG,0.8461538461538461
RAG,0.8461538461538461
RAG,0.8461538461538461
RAG,0.7692307692307693
RAG,0.7692307692307693
RAG,0.7692307692307693
RAG,0.7692307692307693
RAG,0.8461538461538461
RAG,0.8461538461538461
SP,0.8461538461538461
SP,0.8461538461538461
SP,0.8461538461538461
SP,0.8461538461538461
SP,0.8461538461538461
SP,0.8461538461538461
SP,0.8461538461538461
SP,0.8461538461538461
SP,0.8461538461538461
SP,0.8461538461538461
S,0.8461538461538461
S,0.8461538461538461
S,0.8461538461538461
S,0.8461538461538461
S,0.8461538461538461
S,0.8461538461538461
S,0.8461538461538461
S,0.8461538461538461
S,0.8461538461538461
S,0.8461538461538461
S5,0.8461538461538461
S5,0.8461538461538461
S5,0.8461538461538461
S5,0.8461538461538461
S5,0.8461538461538461
S5,0.8461538461538461
S5,0.8461538461538461
S5,0.8461538461538461
S5,0.8461538461538461
S5,0.8461538461538461
SP5,0.8461538461538461
SP5,0.8461538461538461
SP5,0.8461538461538461
SP5,0.8461538461538461
SP5,0.8461538461538461
SP5,0.8461538461538461
SP5,0.8461538461538461
SP5,0.8461538461538461
SP5,0.8461538461538461
SP5,0.8461538461538461
