group,value
RAG,0.3076923076923077
RAG,0.3076923076923077
RAG,0.3076923076923077
RAG,0.3076923076923077
RAG,0.3076923076923077
RAG,0.3076923076923077
RAG,0.3076923076923077
RAG,0.3076923076923077
RAG,0.3076923076923077
RAG,0.3076923076923077
SP,0.46153846153846156
SP,0.46153846153846156
SP,0.46153846153846156
SP,0.46153846153846156
SP,0.46153846153846156
SP,0.5384615384615384
SP,0.5384615384615384
SP,0.5384615384615384
SP,0.5384615384615384
SP,0.5384615384615384
S,0.46153846153846156
S,0.46153846153846156
S,0.46153846153846156
S,0.46153846153846156
S,0.46153846153846156
S,0.5384615384615384
S,0.5384615384615384
S,0.5384615384615384
S,0.5384615384615384
S,0.5384615384615384
S5,0.46153846153846156
S5,0.5384615384615384
S5,0.5384615384615384
S5,0.5384615384615384
S5,0.5384615384615384
S5,0.38461538461538464
S5,0.38461538461538464
S5,0.38461538461538464
S5,0.38461538461538464
S5,0.38461538461538464
SP5,0.38461538461538464
SP5,0.38461538461538464
SP5,0.38461538461538464
SP5,0.38461538461538464
SP5,0.38461538461538464
SP5,0.38461538461538464
SP5,0.38461538461538464
SP5,0.38461538461538464
SP5,0.38461538461538464
SP5,0.38461538461538464
