time,geospatialanalysisservice_cpu,surveyservice_cpu,surveyservice-db_cpu,transformation-consumer_cpu,transformation-worker_cpu,unicloudauth_cpu,unicloudauth-api_cpu,unicloudauth-db_cpu,geospatialanalysisservice_memory,surveyservice_memory,surveyservice-db_memory,transformation-consumer_memory,transformation-worker_memory,unicloudauth_memory,unicloudauth-api_memory,unicloudauth-db_memory,geospatialanalysisservice_memory_rss,surveyservice_memory_rss,surveyservice-db_memory_rss,transformation-consumer_memory_rss,transformation-worker_memory_rss,unicloudauth_memory_rss,unicloudauth-api_memory_rss,unicloudauth-db_memory_rss,geospatialanalysisservice_memory_cache,surveyservice_memory_cache,surveyservice-db_memory_cache,transformation-consumer_memory_cache,transformation-worker_memory_cache,unicloudauth_memory_cache,unicloudauth-api_memory_cache,unicloudauth-db_memory_cache,geospatialanalysisservice_energy,surveyservice_energy,surveyservice-db_energy,transformation-consumer_energy,transformation-worker_energy,unicloudauth_energy,unicloudauth-api_energy,unicloudauth-db_energy
1701129713.3419998,7.309901733945132,0.0930752505966541,0.0343642642219683,12.92398831475655,90.23028446465084,0.1762564956639525,0.1757807091374833,0.0330244390600908,0.0,30640256.87648557,15588928.92485975,5533958.22605051,17882655.884509493,8694728.381841324,6736171.702483154,266623.8480550311,0.0,1988322.2813637927,0.0,0.0,0.0,2965.069519494285,239375.4011552279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5526055480222221,0.0403736981393936,0.0087964857904036,1.053104857587626,7.040083439147222,0.0580550105997472,0.0606670469590907,0.0
1701129773.3419998,16.83821922487019,0.0933430774982258,0.0313325867042825,25.600745009153226,158.53857600635487,0.1673287985599675,0.1759509152548299,0.0352786884508091,0.0,33599131.29750075,7003998.1367851645,11054118.752975555,39655299.63388936,6356672.224965148,6400057.387617774,906672.4664985742,0.0,5282494.656575155,0.0,61.9364128451515,4510593.974765639,2139.475264560534,1205528.492386178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.303152833333333,0.0147686027292926,0.0,2.413226621212121,13.186790328600758,0.0227566731277775,0.0208695077719694,0.0
1701129833.3419998,17.584619552006824,0.0912394653248633,0.0327963319849958,26.4584891032089,149.01790463666563,0.16995760612642,0.1744896773335741,0.0350538134383824,0.0,22475746.395803217,1351022.2000906114,9066402.985010374,37424040.93079768,7829462.03747667,6376910.269399823,525498.4696033676,0.0,7386525.722429293,0.0,6.206060606060606,1009537.3175411258,2736.694715002608,1201036.924037916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.814248871212121,0.0145311786118684,0.0011493328901514,2.162179946969697,15.931947533093938,0.0222156859638886,0.0208964297378785,0.0047556713840907
1701129893.3419998,17.766744989921765,0.0916174873220991,0.0291250466429966,26.728663643031656,146.09066607811636,0.1690583745459024,0.1696661833856366,0.0347906918623966,0.0,10018067.63983823,0.0,6792117.469196874,43273446.23032237,6732614.367918854,3598780.197027708,960063.9518298152,0.0,0.0,0.0,0.0,5546494.752979304,2010.4007067236687,18.79293707647537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74418181060606,0.0174641981946966,0.0064433464772724,2.965469068181818,14.84785633813788,0.0263208973724744,0.0301640002535351,0.0013999697936868
1701129953.3419998,17.51041438401351,0.0890999725341558,0.0326363580405058,26.748069452888146,143.9441900422141,0.1726929925233933,0.17252387681739,0.0345169837372366,0.0,37783399.46195615,4718115.654970979,7637325.84147282,39842702.38445521,8567440.285943307,3565039.0275708283,600363.3503103682,0.0,0.0,0.0,0.0,0.0,2068.908222427352,222.25702905864247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8480614393939396,0.0123197382484846,0.0055751717984847,2.4666309696969693,15.27276267379596,0.0267459879969694,0.031677528337626,0.0
1701129985.842,17.32397263381907,0.09240887831186,0.03898777453031,26.89449629860945,145.02736224031835,0.16895362915831,0.17534768090077,0.03959041400189,0.0,27348331.710821737,16758822.19107178,6750097.246459341,42208660.03858139,8633695.213225694,4654562.581642227,393376.2562476488,0.0,0.0,0.0,0.0,0.0,1958.4030600047813,1205.7476128272588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6393891818181818,0.0173359562151515,0.0034744582909089,1.6326223636363637,15.396847454545451,0.028095058142424,0.0288430909090905,0.0
1701251803.083,8.1016597340244,0.1035104547829058,0.3937959673169633,13.446736312934297,86.43490600953265,0.1819275989747825,0.1865259869229233,0.0361548730660958,0.0,28377466.94544446,21916449.302130383,4740908.226308753,24799302.43869962,8633152.06667784,5372837.072331401,232263.36663643265,0.0,8614972.411792086,0.0,0.0,0.0,1583333.7510282127,3635.123654015748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8170903254277775,0.0407439190337119,0.1000510872140148,0.9871718975170451,6.268546244512248,0.0545534104560602,0.0456232878787876,0.0010935084511363
1701251863.083,18.016201185990592,0.0935925379228325,0.2894089117790633,26.131276898205368,150.49817923481044,0.1865801628173141,0.1867275819611225,0.0362724904221316,0.0,16256291.24391892,19034112.635928866,7881554.940606437,27429319.574917164,6657802.229619805,2834251.6935880515,230577.5375110813,0.0,0.0,48.799090463736015,1171650.862867295,0.0,3458.500241237452,3748.814692776776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7200567499999997,0.0150029930670451,0.0381863822939391,2.8594837878787875,14.372771211567423,0.0211490955678028,0.0237707923443179,0.0
1701251923.083,18.096641192393065,0.0966388916365599,0.1440483040514358,26.75577298532546,147.65591400754192,0.1755834015658983,0.1833639549932016,0.0344220505493891,0.0,22206466.425887305,12116275.219912307,11974325.071865136,35077903.701150306,3856628.6429556464,3343650.5232585543,366215.7618611959,0.0,5283685.217765252,18624.367493125723,259374.2879196513,0.0,3181.3373441216177,4063.1535769554575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.015276946969697,0.0134278582772725,0.004092640595833,2.5595492348484847,14.079106263830685,0.0237944948363634,0.0243708241291663,0.0005864490954545
1701251983.083,18.137507325758826,0.1016980846471074,0.2899216122613892,27.023907647688173,144.52595593910894,0.1641934043952932,0.1927064782149616,0.0339102054151041,0.0,26332518.22026484,16355906.444332875,12856353.2155034,40444254.05540359,2037487.2931291,2587505.720635694,368670.12561572064,0.0,2003972.6186435733,47603.65597210516,0.0,0.0,3236.658340461712,3850.133992572996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.954870424242424,0.0168032251916664,0.0076338814772725,2.764463757575758,14.695937478447728,0.0209075348795452,0.0242201582124997,0.0026390209295452
