Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1218,0,7,10.556713422555445,3.271951340138912,58.99426434189081,8649.0,3.946305405975685,0.0,7,9,11,12,19,33,47,50,59,59,59
GET,/catalogue,6977,0,12,13.246657711253375,5.0177015364170074,69.6279052644968,2795.0,22.605396401882064,0.0,12,13,14,15,19,23,30,36,61,70,70
GET,/category.html,6977,0,8,9.513518531011599,2.656283788383007,71.51467353105545,11518.0,22.605396401882064,0.0,8,9,11,12,16,20,27,33,58,72,72
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,773,0,8,9.471153541628324,3.491942770779133,55.11340219527483,10364.0,2.5045107379468017,0.0,8,9,11,12,16,19,26,34,55,55,55
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,730,0,8,9.291510401319151,3.05904820561409,49.85988140106201,10364.0,2.365191253170977,0.0,8,9,10,11,15,19,22,28,50,50,50
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,778,0,8,9.872500868490238,3.4768301993608475,62.230367213487625,10364.0,2.520710678037014,0.0,8,10,11,12,16,20,27,35,62,62,62
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,791,0,8,9.503018125119311,3.1272470951080322,44.127654284238815,10364.0,2.5628305222715655,0.0,8,9,11,12,16,19,26,32,44,44,44
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,768,0,8,9.305713205928138,3.7868767976760864,56.95329699665308,10364.0,2.4883107978565895,0.0,8,9,10,12,15,19,25,31,57,57,57
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,782,0,8,9.634007612848297,3.356494940817356,52.20157280564308,10364.0,2.5336706301091834,0.0,8,9,11,12,16,20,27,33,52,52,52
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,769,0,8,9.51189293570923,2.859042026102543,46.666136011481285,10364.0,2.4915507858746317,0.0,8,10,11,12,16,19,25,31,47,47,47
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,774,0,8,9.46004143783712,3.3726096153259277,62.287249602377415,10364.0,2.507750725964844,0.0,8,9,11,12,15,19,24,31,62,62,62
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,765,0,8,9.707450898352013,3.386208787560463,68.47575213760138,10364.0,2.4785908338024623,0.0,8,9,11,12,16,21,25,33,68,68,68
GET,/login,1218,0,64,65.84049700965802,15.259900130331516,124.98153746128082,13.0,3.946305405975685,0.0,64,66,68,69,77,98,110,110,120,120,120
,Aggregated,23320,0,10,13.631850283666422,2.656283788383007,124.98153746128082,7814.521312178387,75.55652058074956,0.0,10,12,13,15,21,58,66,70,110,120,120
