accuracy,failures,budget
0.9094623564826018,9,50
0.8541647546598481,11,50
0.9152445298275392,8,50
0.8516373199867182,12,50
0.9028977643665416,8,50
0.9386365070049758,6,50
0.8774457881677373,11,50
0.9133845324608856,10,50
0.9250529144401414,6,50
0.853451834117849,13,50
0.9061429639349722,9,50
0.8902662662173313,9,50
0.9538984607412292,4,50
0.8776624964470328,11,50
0.9198461624440458,7,50
0.9140126228261168,8,50
0.8734809811112773,11,50
0.9054415080734588,8,50
0.8706074720029556,9,50
0.9372918396569944,6,50
0.8660433721780953,13,50
0.919864879532148,8,50
0.910171227756182,8,50
0.9270702603486132,6,50
0.9660738348610975,4,50
0.8800376754042624,10,50
0.9445211578450454,6,50
0.9420383055708528,6,50
0.8608328457458057,13,50
0.8891686197392791,10,50
0.9020664820620796,16,100
0.8971046430145178,19,100
0.8780138381408438,21,100
0.9193157594414424,15,100
0.9220137758723445,15,100
0.8895573362544,20,100
0.9133154608060772,17,100
0.8967088136487056,19,100
0.8862026884764664,17,100
0.8560517173387909,25,100
0.8555963164275091,23,100
0.903498259464606,17,100
0.8805025234660198,18,100
0.9527143862561052,9,100
0.9442539275349452,11,100
0.8651886364351276,23,100
0.9010711760185968,17,100
0.9116842348724944,18,100
0.9038361956635724,15,100
0.9214710516230528,13,100
0.8928360817491197,18,100
0.8866094808767435,18,100
0.8748242843536287,22,100
0.9030002647034924,16,100
0.907627185187552,17,100
0.8548335289817639,23,100
0.9024113590662852,17,100
0.9057662421422144,16,100
0.875234372530531,19,100
0.9098853525137308,14,100
0.9259234499154484,25,200
0.9176801124207754,28,200
0.8999480789933147,33,200
0.905975071719422,30,200
0.898255036706548,31,200
0.8774399354149146,42,200
0.8501964880575482,45,200
0.8992406619582177,38,200
0.9222236938845956,28,200
0.9066545641780916,32,200
0.8714637350895292,42,200
0.9066450875133304,33,200
0.871713548925024,39,200
0.9213141558453452,28,200
0.8958088422389227,34,200
0.918243370151396,29,200
0.8814280168086572,40,200
0.8871652517155171,37,200
0.9064662923239633,31,200
0.9070234372516418,29,200
0.8965673057408932,37,200
0.892030119579168,35,200
0.8820455801538436,40,200
0.8741579219140339,43,200
0.9320592243069038,26,200
0.892758662419989,34,200
0.8957869291090813,32,200
0.9060047084828736,28,200
0.8829615829584918,41,200
0.9258916616811006,26,200
0.8998120902336345,66,400
0.898396974661984,68,400
0.8917724594481901,70,400
0.9107356839906204,60,400
0.9147544060969848,58,400
0.914752883972418,62,400
0.8899549917544951,65,400
0.8970507994736705,68,400
0.9000085408035601,62,400
0.8970721672353812,67,400
0.8954326944066902,64,400
0.903391364823494,65,400
0.8848750123524278,82,400
0.8902424641003455,74,400
0.8950289181781979,69,400
0.882069963122256,71,400
0.9071381854420432,59,400
0.8897420060463581,72,400
0.9006702554213937,63,400
0.9026056205278832,66,400
0.8970598511866154,67,400
0.9038066888184088,61,400
0.8990681641864028,70,400
0.9028877076520392,66,400
0.8835128287983272,73,400
0.9084524157304902,63,400
0.8907818638371598,67,400
0.9064327873078598,57,400
0.9001566151708353,67,400
0.8783237793554896,74,400
0.8888849346261218,133,800
0.9042752132936376,114,800
0.9124563437684036,105,800
0.8948878103943183,130,800
0.8965006029423522,127,800
0.9041535873195786,118,800
0.9005931044676205,118,800
0.9048994529763444,119,800
0.8969901141548202,119,800
0.902028105392946,122,800
0.8991794358747013,116,800
0.8984184413590205,120,800
0.8887966421881053,135,800
0.8902477332917959,126,800
0.894642499502842,126,800
0.904133521587002,117,800
0.8975458721635345,130,800
0.9031839962148828,117,800
0.8982897421338294,122,800
0.9076580526769304,113,800
0.9010542408513896,119,800
0.899405892613197,120,800
0.8915078096762363,129,800
0.90418296084397,121,800
0.8993708375812628,125,800
0.8901908376914386,137,800
0.8868582631146482,137,800
0.8910658939445044,123,800
0.9086159718543052,110,800
0.8984218025605473,123,800
