accuracy,failures,budget
0.3945689655172408,7,50
0.5017758620689647,5,50
0.6045862068965512,4,50
0.2894827586206886,8,50
0.1204310344827578,9,50
0.6137931034482756,4,50
0.4093103448275854,6,50
0.3143620689655165,7,50
0.5070517241379304,5,50
0.802965517241379,2,50
0.9013275862068963,1,50
0.5874655172413787,5,50
0.4146896551724134,6,50
0.1132931034482749,9,50
0.6853103448275857,4,50
0.2879310344827577,8,50
0.2150689655172405,8,50
0.3905344827586199,7,50
0.3138448275862062,7,50
0.4888965517241372,6,50
0.491379310344827,6,50
0.6859310344827583,4,50
0.8009999999999997,2,50
0.1910172413793093,9,50
0.7988275862068961,2,50
0.4091034482758614,6,50
0.6103793103448272,4,50
0.0021551724137921,11,50
0.5127413793103445,5,50
0.779224137931034,3,50
0.2201293103448262,17,100
0.5044051724137919,11,100
0.376456896551723,13,100
0.6640948275862062,7,100
0.5541724137931024,10,100
0.5549482758620679,10,100
0.4638448275862059,12,100
0.5628017241379302,9,100
0.5517931034482748,10,100
0.4621896551724127,12,100
0.5034741379310332,11,100
0.4766637931034476,11,100
0.5082844827586197,11,100
0.562698275862068,9,100
0.5059568965517229,11,100
0.8900258620689651,3,100
0.4602758620689643,12,100
0.3617241379310332,14,100
0.5620258620689644,9,100
0.4480689655172397,12,100
0.7018189655172407,7,100
0.086181034482757,19,100
0.3739310344827578,14,100
0.6092586206896542,8,100
0.4122672413793092,13,100
0.4529310344827572,12,100
0.6096206896551715,8,100
0.5980431034482747,9,100
0.5137155172413784,11,100
0.5190862068965509,10,100
0.466874999999998,23,200
0.6086767241379296,17,200
0.5848103448275846,18,200
0.5099137931034463,22,200
0.5122801724137911,21,200
0.6787629310344818,15,200
0.5824827586206881,18,200
0.4440818965517222,25,200
0.4526249999999975,23,200
0.6405172413793085,16,200
0.450198275862067,24,200
0.5642801724137916,19,200
0.4252974137931014,25,200
0.4465387931034462,25,200
0.4317974137931009,25,200
0.4863060344827564,23,200
0.3636120689655147,28,200
0.6306293103448262,16,200
0.5739870689655153,19,200
0.5050775862068944,22,200
0.42697844827586,25,200
0.482840517241377,23,200
0.5884568965517227,18,200
0.421896551724136,26,200
0.4439008620689635,25,200
0.6777413793103437,14,200
0.3976810344827562,26,200
0.3701163793103423,27,200
0.6225086206896535,16,200
0.6567198275862056,15,200
0.5097801724137889,46,400
0.6113987068965483,37,400
0.504021551724134,46,400
0.6729482758620662,32,400
0.4964137931034446,48,400
0.3875150862068919,57,400
0.4531034482758577,52,400
0.474969827586203,50,400
0.4457543103448236,54,400
0.5183534482758583,46,400
0.4870043103448231,48,400
0.5331056034482727,45,400
0.5452801724137895,42,400
0.4497025862068919,52,400
0.5277780172413757,45,400
0.548461206896548,42,400
0.512790948275858,45,400
0.3986379310344781,56,400
0.3942004310344781,57,400
0.6188469827586176,37,400
0.5582241379310311,42,400
0.5067370689655133,48,400
0.4888599137930997,49,400
0.6941034482758599,30,400
0.4938340517241334,47,400
0.5151551724137895,46,400
0.4268211206896507,55,400
0.5529224137931001,44,400
0.475553879310341,51,400
0.5046293103448238,48,400
0.5269202586206871,220,800
0.56189439655172,220,800
0.4692629310344792,220,800
0.5173254310344789,220,800
0.5503168103448233,220,800
0.5195732758620646,220,800
0.506148706896548,220,800
0.4938060344827558,220,800
0.5234030172413764,220,800
0.414596982758617,220,800
0.4898512931034442,220,800
0.4830732758620643,220,800
0.5544073275862029,220,800
0.5353663793103409,220,800
0.5213060344827555,220,800
0.4856465517241345,220,800
0.4844267241379268,220,800
0.423538793103444,220,800
0.5424073275862029,220,800
0.4559762931034441,220,800
0.5205366379310303,220,800
0.5051961206896516,220,800
0.5017090517241344,220,800
0.4919827586206858,220,800
0.4355711206896528,220,800
0.4752521551724102,220,800
0.5283318965517199,220,800
0.4574202586206867,220,800
0.5083146551724098,220,800
0.5590366379310304,220,800
