accuracy,failures,budget
0.939989010989011,3,50
0.9395054945054944,3,50
0.9598461538461538,2,50
0.920087912087912,4,50
0.8805714285714286,6,50
0.9001868131868132,5,50
0.9598241758241758,2,50
0.9602857142857144,2,50
0.8607802197802198,7,50
0.8409230769230769,8,50
0.9193406593406592,4,50
0.9404285714285714,3,50
0.939967032967033,3,50
0.9394615384615383,3,50
0.9404065934065934,3,50
0.8791868131868132,6,50
0.940846153846154,3,50
0.9006703296703297,5,50
0.9395494505494506,3,50
0.9804505494505494,1,50
0.8999010989010989,5,50
0.9598461538461538,2,50
0.9387802197802196,3,50
0.9597142857142856,2,50
0.919846153846154,4,50
0.9795934065934064,1,50
0.9202857142857144,4,50
0.9602197802197804,2,50
0.941087912087912,3,50
0.9197362637362636,4,50
0.9300054945054944,7,100
0.9300824175824176,7,100
0.9306208791208792,7,100
0.9597142857142856,4,100
0.8914340659340657,11,100
0.8676868131868127,13,100
0.9299835164835164,7,100
0.8896098901098901,11,100
0.9195934065934066,8,100
0.919901098901099,8,100
0.9081263736263736,9,100
0.941076923076923,6,100
0.9297967032967032,7,100
0.9192307692307692,8,100
0.9296868131868132,7,100
0.919087912087912,8,100
0.9605164835164836,4,100
0.901087912087912,10,100
0.9501703296703295,5,100
0.9003846153846153,10,100
0.9187252747252748,8,100
0.9297637362637364,7,100
0.9406043956043956,6,100
0.9495989010989012,5,100
0.9099725274725274,9,100
0.9289725274725276,7,100
0.9499615384615384,5,100
0.9214395604395604,8,100
0.9404945054945056,6,100
0.9183736263736264,8,100
0.914502747252747,17,200
0.933837912087912,13,200
0.935057692307692,13,200
0.9334093406593406,13,200
0.9001593406593407,20,200
0.9610714285714286,8,200
0.8995989010989008,20,200
0.940175824175824,12,200
0.941065934065934,12,200
0.916502747252747,17,200
0.9185714285714284,16,200
0.906870879120879,19,200
0.9075631868131868,19,200
0.9132005494505492,17,200
0.914002747252747,17,200
0.8991593406593406,20,200
0.9408956043956044,12,200
0.9260192307692308,15,200
0.9211483516483516,16,200
0.9335631868131864,13,200
0.9410274725274724,12,200
0.9314835164835163,14,200
0.9015824175824176,20,200
0.925315934065934,15,200
0.9253928571428568,15,200
0.9451565934065932,11,200
0.9111483516483512,18,200
0.9312362637362636,14,200
0.9053818681318678,19,200
0.9099670329670329,18,200
0.9131002747252744,35,400
0.9383392857142856,25,400
0.916263736263736,34,400
0.8986744505494504,39,400
0.9182458791208786,31,400
0.915793956043956,34,400
0.9183516483516478,32,400
0.9375961538461536,26,400
0.9062142857142854,38,400
0.9122170329670328,36,400
0.9272596153846152,29,400
0.9338956043956044,26,400
0.9261414835164834,29,400
0.9026634615384612,39,400
0.9274766483516482,29,400
0.9334931318681317,27,400
0.9215837912087912,31,400
0.9434505494505492,22,400
0.9108942307692308,37,400
0.9362032967032964,26,400
0.9176524725274724,33,400
0.9359175824175822,26,400
0.9156634615384612,33,400
0.9109532967032966,36,400
0.921818681318681,32,400
0.949458791208791,20,400
0.9373763736263732,24,400
0.941303571428571,23,400
0.8985769230769227,40,400
0.919101648351648,32,400
0.9196428571428564,62,800
0.9280611263736264,59,800
0.9158763736263736,68,800
0.9180576923076922,64,800
0.9197898351648348,64,800
0.9184148351648348,66,800
0.9221847527472522,61,800
0.9182554945054944,64,800
0.9228537087912084,61,800
0.9286037087912083,59,800
0.9262026098901092,57,800
0.923944368131868,63,800
0.9343289835164832,55,800
0.9232802197802196,62,800
0.9233626373626372,64,800
0.924738324175824,57,800
0.9222445054945057,60,800
0.920300137362637,63,800
0.9234237637362632,61,800
0.9203289835164832,61,800
0.9116133241758236,73,800
0.9246407967032964,63,800
0.9303454670329664,53,800
0.9145934065934062,64,800
0.9131874999999994,67,800
0.9143736263736264,70,800
0.9108942307692304,72,800
0.9259938186813186,59,800
0.9105515109890104,71,800
0.9312259615384612,55,800
