accuracy,failures
0.8825,47.0
0.8675,53.0
0.8575,57.0
0.8775,49.0
0.8875,45.0
0.8875,45.0
0.905,38.0
0.88,48.0
0.8825,47.0
0.905,38.0
0.89,44.0
0.86,56.0
0.92,32.0
0.875,50.0
0.9075,37.0
0.895,42.0
0.88,48.0
0.9,40.0
0.88,48.0
0.8675,53.0
0.885,46.0
0.8825,47.0
0.88,48.0
0.9125,35.0
0.9025,39.0
0.895,42.0
0.8975,41.0
0.8875,45.0
0.8775,49.0
0.9375,25.0
