time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts_energy,carts-db_energy,catalogue_energy,catalogue-db_energy,front-end_energy,orders_energy,orders-db_energy,payment_energy,queue-master_energy,rabbitmq_energy,shipping_energy,user_energy,user-db_energy,carts_energy_Anomaly,carts_energy_Anomaly_Score,carts-db_energy_Anomaly,carts-db_energy_Anomaly_Score,catalogue_energy_Anomaly,catalogue_energy_Anomaly_Score,catalogue-db_energy_Anomaly,catalogue-db_energy_Anomaly_Score,front-end_energy_Anomaly,front-end_energy_Anomaly_Score,orders_energy_Anomaly,orders_energy_Anomaly_Score,orders-db_energy_Anomaly,orders-db_energy_Anomaly_Score,payment_energy_Anomaly,payment_energy_Anomaly_Score,queue-master_energy_Anomaly,queue-master_energy_Anomaly_Score,rabbitmq_energy_Anomaly,rabbitmq_energy_Anomaly_Score,shipping_energy_Anomaly,shipping_energy_Anomaly_Score,user_energy_Anomaly,user_energy_Anomaly_Score,user-db_energy_Anomaly,user-db_energy_Anomaly_Score
1701323608.422,8.84697380627057,2.996828114755798,8.0788483879654,5.943203295533827,21.648304590027436,50.57721177465759,0.6144259761283133,0.1979046781358733,0.5151238807631816,9.452380731757737,0.5134475351378668,6.207693849927238,2.2974673284642084,22872886.83793837,2736439.5326921134,1136905.6202892258,11400139.03088335,8891036.427467754,108156816.97862004,2525269.5705713886,620128.3799732303,105879024.57349516,9862296.921734229,27720274.57488403,1827221.1442657576,2338857.895169499,9576670.183980672,6444.983806899188,795.2483210644646,757672.2339037004,3009235.278605428,27129984.11669884,0.0,200.548035341596,26338964.33182129,5227984.840119179,531.7262511417424,289114.0135245034,13176.46667447205,0.0,7028.199122655635,0.0,0.0,0.0,15987491.33852379,61.48514692257103,0.0,0.0,0.0,0.0,0.0,173.91453903896425,1.0230059459802388,0.395371407256649,0.6376408794546601,0.4294400285974929,2.757808244125945,5.481334616893716,0.170177084845399,0.0736388319222368,0.1580685514592804,2.4983573923351803,0.1495427346778117,0.7043730343036678,0.3189268746077606,0,-0.2297670902506752,0,-0.029556023831332823,1,23.14782840273037,1,18.990825846132367,0,5.444112485222579,1,48.85566816657847,1,0.13391932727331124,0,0.01021405255770702,0,0.07119907101954226,1,18.30398592939781,1,0.1303568943181901,0,-0.14268722109506626,0,-0.01687413015848449
1701323638.422,12.548979170309016,4.51635702203106,24.052998325966524,17.151466205006457,51.88755798945264,203.66963155141184,0.5080263432364867,0.1731963871570216,0.5949601449539549,7.604413685644713,0.3965269133907017,8.015488441571321,3.334094952855557,28774967.690838035,663397.7656992526,1126658.8794405623,35200250.15138496,7699793.919819526,229242174.8658909,2110466.6501669674,495004.2196217954,57465662.61898836,13032668.76431722,21791555.2776175,1633555.3068513144,453292.3786060247,14236306.836646937,9234.031352392803,1673.9913077813726,8525809.036181808,7007606.059743705,60142762.01117518,0.0,25.186934277843367,26433682.767622054,11280573.46120774,746.713449966137,13937.706528366609,13491.328567618088,0.0,12837.91108845674,0.0,0.0,0.0,45483239.66286824,4554.647835217793,0.0,0.0,0.0,0.0,0.0,148.98131690673344,1.2058172423181817,0.3961978484848483,1.5448613343080806,1.0929641686439393,4.92977692734596,16.52620899581152,0.0607456212121209,0.0296177891098482,0.0877987424242421,0.8110065606060606,0.0498838030303027,0.7837971731994946,0.286437121212121,0,0.04851192617930877,0,-0.030773974568589324,0,15.588653496849496,0,9.486593144008289,0,-0.5843719906902081,1,48.886296063661575,0,-0.0029202604826537026,0,0.0004694885237697122,0,-0.02276048975924283,0,-0.3503530054089623,0,-0.0051730428336753675,0,-0.040616286713408556,0,0.0029392540496004926
1701323668.422,8.534693517090616,3.7733592781067737,29.63158676269812,21.063037625664904,55.885129786970055,289.86917879988056,0.4236314456796766,0.1669932361350266,0.4582219281569699,6.428133656635005,0.3407254033278333,5.971251708280419,2.8231171226656286,28385607.43841924,16510.57156654751,1074516.9335790195,48429156.987363406,8694718.351964114,259620851.4022616,2207001.6322538326,194775.5697635711,31070582.69188181,16075604.573962685,9631371.55715251,1711873.681765737,1239855.7678850975,2323109.3575518904,3935.334797860152,1376.367948277158,13640660.301894767,8720286.022680825,34791776.7724838,0.0,417.5280394478616,30918648.48690999,13547544.124807654,456.92646969154856,1016.5995185504436,1008.0727070682198,0.0,12239.964173137372,0.0,0.0,0.0,80826594.79391766,6923.523842417672,0.0,0.0,0.0,0.0,0.0,62.16307310695854,0.6510212878787877,0.2394802727272725,2.022882848484848,1.4430499848484846,3.761755090909091,21.75346192475316,0.0282399090909088,0.0175389518749998,0.0403961515151511,0.4073564545454544,0.0251343030303028,0.3811261969696967,0.2131634999999997,0,1.2667969657015377,1,0.4928358047006256,0,11.26892392872288,0,5.0078056058816784,0,0.9243058831137674,1,48.886296063661575,0,0.012721523978534321,0,0.006077056061101871,0,-0.018866572495085165,0,1.0841588110058709,0,-0.0012660412488258999,1,0.9888655242281104,1,0.14181001859964937
1701323698.422,8.575524172544684,3.7432128861329415,29.71995393642945,21.15782513362937,51.43456680095942,289.802683795756,0.4145653087479616,0.1564565342595049,0.3750818775259616,5.9905803583953245,0.280246986117515,5.891147767838915,2.7932794439805235,26109633.52141127,287860.79966872133,1496040.6382892765,51222264.32757754,10663775.754125975,255286392.669508,2416213.162003379,29188.92454662657,52878132.99087096,13186510.42642673,7281323.395191599,1722529.6490216174,2027940.0251787107,7027132.205085901,2609.928363393115,1074.4274920630298,9300346.847195627,8269434.462147944,4110685.888329372,0.0,750.3016157343042,52621520.485075854,11113815.497088328,49.84240621335706,1057.4454679141577,105382.96613387276,0.0,12717.969962367635,0.0,0.0,0.0,89122992.4596439,1216.2522094368685,0.0,0.0,0.0,0.0,0.0,74.65952820499939,0.6160935909090907,0.213037833333333,2.378610515151516,1.7028218636363637,2.687256348484848,18.00435843939394,0.0295451818181815,0.0169132924053027,0.032229545454545,0.4421452727272725,0.0246082575757573,0.3566285303030299,0.1986472878787876,0,1.544865839737426,1,0.6384335858774435,0,8.06458482147795,0,2.3000411335670634,0,5.892846700177671,1,48.886296063661575,0,0.011596292181700107,0,0.00646463658815577,0,-0.012717666368843084,0,0.844423089463838,0,-0.0010205994584921996,1,1.1730302354584694,1,0.184741628181456
1701323728.422,8.496142944532613,3.708489442753952,30.304647625116345,21.262333184669675,51.08819170831016,289.7798845859785,0.4320181711333499,0.150842481763395,0.3694863603949117,5.785289136374225,0.2511527194493466,5.849160708438702,2.8263377394786047,34688132.482908934,2202906.583286373,1771752.4066630078,64435668.87482179,11777277.790034654,184050683.13776863,2096038.827924193,171.77029540657938,44075226.82637218,10619343.557596428,10781463.13906533,1252322.2129556774,3146326.477908158,9430120.461485991,701828.5267057958,726.4295190379529,12983606.07589478,8171872.228820309,615.6631884930101,0.0,171.77029540657938,43861632.60617409,10797327.486345513,36.8810894177762,677.2935900272149,1694319.222703512,0.0,12714.405057980788,0.0,0.0,0.0,65389714.51415741,49.61606932187175,0.0,0.0,0.0,0.0,0.0,37.33601328444656,0.4915231666666663,0.1559233181818178,2.0405649848484844,1.4807233939393936,2.8876349848484844,18.549735530303032,0.0330825454545451,0.0161938564545452,0.0355831602310603,0.4262615909090906,0.0198915592083329,0.2494207727272725,0.1988660151515149,0,2.7145235212609506,1,1.007942433212726,0,11.108192010943707,0,4.576310388915843,0,4.658306822776094,1,48.886296063661575,0,0.008755883688692734,0,0.006922132802962722,0,-0.015437466432345559,0,0.9512520682707759,0,0.0014820888683360067,1,2.132283700879867,1,0.18405709986998886
1701323758.422,8.64093527683608,3.769324858572314,30.625426675725446,21.31842369935921,52.46785096933304,289.78556425464154,0.4504088479267983,0.1366026784685283,0.2750683802156633,5.719043114435941,0.2570326080302983,5.816683416065291,2.814264123386044,41663986.16459488,1918908.687235868,1714994.261271776,70094683.04244448,13165968.63083972,182940323.1966353,1773220.0722986455,940.373409422547,8835576.332547756,9743154.083128167,20665962.491606545,1431204.180068354,3010212.8870379077,7050380.973158189,1393128.0288453037,440.8612828888419,18732745.856616776,9085449.750867052,768.2100887117925,0.0,892.4529479929348,8792719.906487105,9732122.984488357,74.89174910198541,659.8194180550619,1890819.7089268356,0.0,12471.1374838892,0.0,0.0,0.0,71652097.01256382,74.5264334052418,0.0,0.0,0.0,0.0,0.0,73.97059395359507,0.4377404696969695,0.1631314999999997,2.2517719090909085,1.824122287878788,3.781976787878788,19.4526500315,0.0353771060606058,0.0161885840265148,0.0248950442765149,0.373693439393939,0.0152456666666664,0.313221333333333,0.1912240151515149,0,3.3013703095815643,1,0.9572028797489196,0,9.19693912276518,0,1.2794385776664328,0,0.8704098747491607,1,48.886296063661575,0,0.007076721452328627,0,0.006925531525652673,0,-0.005823722367807704,0,1.3361564780681618,0,0.004478320440824746,1,1.5317370922139375,1,0.20865672017278314
1701323788.422,8.2455795274478,3.776736685387856,29.65840777168913,20.92513775866227,52.65158175670249,289.86826010912506,0.4631341124117533,0.1415779497041499,0.3047453808718666,6.012012859735221,0.2820866646064633,5.691582897448808,2.714976657112784,32451328.74699917,154457.37231282296,1633495.801950575,56894750.88484752,11519176.958206631,234767426.4031616,1996667.7119848304,201254.12767287367,39465992.31255151,12400106.690800443,19361695.86153539,1500775.7375349875,2142835.270052606,2382903.959269536,464216.2135342685,507.6822010969075,22217740.98311689,7663792.225830867,16479794.327277264,0.0,1853.7626001563856,4316824.368827839,10451767.334881224,2356105.285085481,726.4975035963568,744758.696660241,0.0,12350.857043657868,0.0,0.0,0.0,85540247.61662012,12.525534231159712,0.0,0.0,0.0,0.0,0.0,62.07701446015556,0.5980528030303028,0.2404581666666665,1.8957357575757576,1.874887318181818,3.4490099242424246,18.8851883939394,0.0281632575757572,0.014846718238636,0.0246975780416664,0.3053837878787876,0.022915136363636,0.4071390454545452,0.1796380606060604,0,1.6972356575743532,1,0.4877637467324263,0,12.425079972087257,0,0.905011900562549,0,1.9385197972241208,1,48.886296063661575,0,0.012788895195896544,0,0.007812798027984513,0,-0.0056201795940111765,0,1.9067704296220853,0,-0.00018473870076718413,1,0.8079748051081381,1,0.24862807828142053
1701323818.422,8.170579655905987,3.731345375090641,30.79360950201717,21.747967970277312,50.43280651722609,289.8456334456422,0.4485250465117666,0.1367019746800466,0.338764057106895,6.051668872199802,0.3466923700100217,5.665043345738312,2.691783553342495,38052921.08150759,22285.345083076714,1538664.5657783716,47150951.47741922,9636900.666162333,215255297.7917708,2103745.0604298334,478427.6485709795,100060387.69154727,14634217.39487422,20413840.256921142,1541695.0424835496,899715.7255516929,1384.80799083745,9497.160867855182,458.5852251904714,20116057.17012201,8969423.152535975,24494296.828246266,0.0,445.56440663012125,25959667.32606685,12334413.2215647,7105779.937727696,1175.2316791851508,529107.4198195765,0.0,12428.042668130747,0.0,0.0,0.0,79502848.15161933,24.663918724832424,0.0,0.0,0.0,0.0,0.0,49.90293434517995,0.6252063939393936,0.2785742878787876,1.7989881818181814,1.600075909090909,3.142525424242424,20.686504742424244,0.0216497575757572,0.0146646358560604,0.0323356515151513,0.374421864833333,0.0349999242424239,0.39316203030303,0.1978122575757574,0,1.4701531865427881,0,0.30754946666178284,0,13.303208030144535,0,3.2925526659056317,0,3.2808310312818207,1,48.886296063661575,0,0.019037469047148647,0,0.00793658360155547,0,-0.012807874106769646,0,1.3304971555818241,0,-0.004617045409830212,1,0.9032811840372119,1,0.187365624385734
1701323848.422,9.530515831211304,3.6506509019558497,32.468979530795146,22.750807382783886,48.14934061211363,289.80829236615097,0.4277787431717549,0.1265418850149216,0.3452044780052666,5.795711024190401,0.3322328538036367,5.636062584513874,2.708813915734128,41856576.21300331,453602.6061118347,1748718.3791674862,46636608.96948064,8977908.757768102,238694769.4247763,2991090.9339449448,307915.78333975014,83762089.8001257,12103267.527022596,17984490.570094023,1755100.2314715534,675834.7933328389,7177282.986680147,7206.069130119192,250.06852494085052,12112190.891078888,9759576.574511996,4074073.6648144894,0.0,221.21530930001128,17521526.09221811,10200503.231377477,3556193.644648841,1075.8308401603874,634386.8616268978,0.0,12594.077028822248,0.0,0.0,0.0,90797232.21697462,74.59589885159157,0.0,0.0,0.0,0.0,0.0,74.33500619988614,0.7492745606060603,0.2226924090909088,2.6168803484848486,1.608798393939394,2.3691111515151517,21.214345939393937,0.0329054696969693,0.0137130146439391,0.0322348636363634,0.3664679184621209,0.0344011363636361,0.3446849242424241,0.196931621212121,0,0.607363923378152,1,0.5833888489912056,0,5.998590433000889,0,3.2040510933495696,0,8.078219320352407,1,48.886296063661575,0,0.008890808238682268,0,0.008596707370692513,0,-0.012722192404126531,0,1.3927843842117653,0,-0.004481432145496456,1,1.2676266974703339,1,0.19015113211578694
1701323878.422,9.493008431612449,3.621506293523913,31.83058627430717,21.90284304919027,48.93816683811497,289.85810045469304,0.4632116724788666,0.1203919725086116,0.2635951911935316,5.699410182024672,0.293628568574055,5.7832050655943625,2.779069384333917,39605476.34700018,885764.861929308,2014263.573019345,46943123.90368405,7482750.870129514,233257916.07080507,2663951.570890578,283981.52346042934,17436646.022415828,11645448.604502002,9575782.451922698,1493670.4511645883,1015179.3436034472,21379293.395442,5911.332194334883,394.8303462335848,11443798.567957817,7660990.846686609,954.4724205983174,0.0,136.63267914400458,4184.619694970562,9813931.528988607,223.112960520504,759.763936916062,212597.541462512,0.0,12573.263153034624,0.0,0.0,0.0,80831938.06235987,37.250877920124005,0.0,0.0,0.0,0.0,0.0,62.07964902336892,0.8043457575757573,0.2349127878787877,2.656320727272727,1.7756901060606058,2.849732272727272,17.60275696080303,0.0413787575757572,0.014377980617424,0.0196275454545451,0.347615466208333,0.0264931557499997,0.349476924242424,0.208022833333333,0,0.319090864653532,1,0.5168220320295518,0,5.667352333676096,0,1.6662281185065808,0,4.882160689121651,1,48.886296063661575,0,0.0032924662200315424,0,0.008133103220082205,0,-7.213023393148887e-05,0,1.5447193176663774,0,-0.0018687755861108712,1,1.229296190610853,1,0.1564326369293454
