accuracy,failures
0.813142088465608	96
0.8250059558705624	82
0.8071081309397479	107
0.7809275333945547	98
0.8055045972156039	91
0.8100613651616293	100
0.7626129609753646	111
0.7804870378065398	101
0.7858201713246445	100
0.812103724929257	97
0.7647477375053966	107
0.803506458881784	96
0.8322696541442567	83
0.8014596703513963	94
0.8122133256314538	96
0.8331649740926532	84
0.7526376198147646	118
0.7890830727151797	101
0.8176516958979614	88
0.7966260423886442	99
0.7811853245288596	105
0.7934793869604528	96
0.8034924439470135	95
0.8256722491937969	86
0.8162267763479798	95
0.835523091493833	84
0.7717711191517217	107
0.8003446292027234	98
0.8059544683000446	92
0.7827188394301912	105
