time,geospatialanalysisservice_cpu,surveyservice_cpu,surveyservice-db_cpu,transformation-consumer_cpu,transformation-worker_cpu,unicloudauth_cpu,unicloudauth-api_cpu,unicloudauth-db_cpu,geospatialanalysisservice_memory,surveyservice_memory,surveyservice-db_memory,transformation-consumer_memory,transformation-worker_memory,unicloudauth_memory,unicloudauth-api_memory,unicloudauth-db_memory,geospatialanalysisservice_memory_rss,surveyservice_memory_rss,surveyservice-db_memory_rss,transformation-consumer_memory_rss,transformation-worker_memory_rss,unicloudauth_memory_rss,unicloudauth-api_memory_rss,unicloudauth-db_memory_rss,geospatialanalysisservice_memory_cache,surveyservice_memory_cache,surveyservice-db_memory_cache,transformation-consumer_memory_cache,transformation-worker_memory_cache,unicloudauth_memory_cache,unicloudauth-api_memory_cache,unicloudauth-db_memory_cache,geospatialanalysisservice_energy,surveyservice_energy,surveyservice-db_energy,transformation-consumer_energy,transformation-worker_energy,unicloudauth_energy,unicloudauth-api_energy,unicloudauth-db_energy,geospatialanalysisservice_energy_Anomaly,surveyservice_energy_Anomaly,surveyservice-db_energy_Anomaly,transformation-consumer_energy_Anomaly,transformation-worker_energy_Anomaly,unicloudauth_energy_Anomaly,unicloudauth-api_energy_Anomaly,unicloudauth-db_energy_Anomaly
1701247007.462,0.0083458581104199,19.37419155349123,5.388849874709631,0.0151350027248,0.15527341970387,0.1729091560148599,0.17656975296353,0.04298218694885,0,26106675.942715462,15571362.829916043,0,20559599.088838268,10440771.208412657,9413794.80589992,397761.5088363388,0,7464896.717610923,1825006.1273389056,0,0.0,1633.7956667573203,593.0323047687992,0,0,0,899.0177967186728,0,0.0,0,0,0,0.0164234167999995,1.2681426363636363,0.2132619382,0.007861821833333,0.087517727272727,0.087517727272727,0.1068767358999994,0.0287989471666665,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1701247012.462,0.00846035155891,34.08434713170742,7.87440381054583,0.0150540581071899,20.08887055430342,0.16952771947692,0.17380670630029,0.03097519391693,0,33905286.72133506,15520531.40289929,0,25668537.39522308,8380772.238691959,8081975.494816212,419287.9141033969,0,7255285.282693137,1816189.5996653268,0,4112539.05362776,1415.419311423531,742.4055680417604,0,0,0,1490.023463504247,0,7401078.828301037,0,0,0,0.0164234167999995,1.8373816363636364,0.239100036033333,0.007861821833333,0.071840909090909,0.073853727272727,0.0917621818181815,0.0287989471666665,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1701247017.462,0.00836330524703,44.40570288371247,9.19690336230309,0.01524773346998,39.19530315717279,0.15969922465052,0.17115128501246,0.02920779394004,0,34159441.82015168,15474395.799384393,0,33678468.40121887,8675547.350291383,6813001.319841619,0.0,0,7360448.392921633,1808232.3374977368,0,9744404.752889415,1311.3446042870285,600.6745857163806,0,0,0,1631.5770414629728,0,9657192.90394812,0,0,0,0.0164234167999995,3.2614333117333327,0.5741289911454546,0.007861821833333,0.0609614545454545,0.0629742727272725,0.080882727272727,0.0287989471666665,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1701247022.462,0.00654294963073,61.03462148427354,11.25778231335935,0.00832204054699,58.84386190722001,0.16818069751656,0.16946945350511,0.04125317850705,0,35242498.71885327,12273509.610124364,0,55072399.4657644,6900858.89962469,6773025.639156658,411953.13908080506,0,15054765.940064613,1821456.9459134173,0,10819187.748196954,1553.6213367403975,447.8378920130473,0,0,0,1792.6255516247857,0,13996426.440435698,0,0,0,0.0164234167999995,3.3081838412333333,0.6926012128621215,0.007861821833333,2.7333062584999994,0.0645942691666665,0.0789780909090905,0.0287989471666665,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1701247027.462,0.00836825100319,77.81380382034811,14.09781478437154,0.00863384087797,79.37781078997652,0.16504414412782,0.16708970763231,0.03972650986753,0,34800306.80109991,12422746.774788056,0,77711118.11023624,6256229.850908497,6798221.701481061,395463.1341804091,0,14868667.717690192,1842143.1625506813,0,27326987.4162926,1409.8295320736945,449.9203632169599,0,0,0,2717.582012532252,0,18098628.843760885,0,0,0,0.0164234167999995,3.419313091133333,0.8441299501262625,0.007861821833333,5.3434634218515145,0.0512829999999999,0.065327,0.0287989471666665,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1701247032.462,0.00848682955269,94.97264215164928,15.97001840741552,0.01570526594967,102.3611463519386,0.17285031687546,0.16708970763231,0.04046817804198,0,35298164.5903834,8981020.363477116,0,81606896.68699414,6363741.193809875,6798221.701481061,405085.6056270423,0,15081447.324383624,1824231.223998248,0,27033063.27915993,2028983.9351510687,449.9203632169599,0,0,0,2690.606525071162,0,22363756.80834744,0,0,0,0.0164234167999995,5.010817618733332,0.9972610727676756,0.007861821833333,5.940240020237374,0.051866636363636,0.065910636363636,0.0287989471666665,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1701247037.462,0.0081651606774099,103.88127867884434,18.41500532500182,0.01587748109249,121.94271134934748,0.17208630572666,0.16579260746212,0.02654473420626,0,39681408.87572975,8981994.024630183,0,83057444.38660222,8416456.816977097,5304050.675374266,399597.0206333885,0,20312613.572874326,1822799.0964074912,0,26990328.30613802,2013073.6807472263,438.5204218189604,0,0,0,4029.4396269037375,0,23614967.46449589,0,0,0,0.0164234167999995,5.106233430633332,1.0587726048025254,0.007861821833333,5.661651963174999,0.0407320909090904,0.0656653615666665,0.0157237340999994,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1701247042.462,0.00815863428771,124.8291179848014,20.54820478960098,0.01562154643865,140.76333351468998,0.16762324083702,0.16316829932221,0.03721679511706,0,47687413.61424953,9106961.649956608,0,101073753.72033036,6303280.17076241,6785559.7493468765,399786.3168443108,0,24412133.649632104,1847696.15391717,0,26496828.84104248,2009403.6086329883,299.3222134936149,0,0,0,4689.00829040418,0,23526660.16445055,0,0,0,0.0,5.166344467299999,1.2048932468285352,0.007861821833333,6.561743461521212,0.0373662727272725,0.0495009999999999,0.0157237340999994,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1701247047.462,0.00800364783075,132.34926782060012,22.60556539016558,0.01552579017793,162.91052394065858,0.16707280621905,0.16160818981559,0.03748946509452,0,48541721.14597544,5620898.878025902,0,126429786.23569596,6287547.917273522,6283628.489257317,402366.8604331322,0,20711831.92360164,1805437.7142032536,0,27071492.609670307,2005047.480337897,277.1781424462866,0,0,0,5171.903748331469,0,23645779.31683585,0,0,0,0.0,6.862414327033335,1.2825683222392643,0.007861821833333,7.719326702851515,0.023109909090909,0.035244636363636,0.0157237340999994,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1701247052.462,0.00625649973242,159.83251714317558,24.79098477331981,0.00864513139543,183.23737524492049,0.16216255291028,0.15709716472461,0.0367720110611,0,52998872.13212209,2342118.1923522595,0,126236796.06153846,6166202.425389795,4034413.259028733,396578.1416616963,0,30057497.92862584,1812245.654692932,0,26948217.12626996,1966834.9556178672,296.44640660056456,0,0,0,5191.193511008111,0,23608554.9948718,0,0,0,0.0,8.482906029466665,1.4275040474249638,0.007861821833333,9.064734831514285,0.024853612133333,0.0210452727272725,0.0157237340999994,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
