accuracy,failures
0.8012662377065125,389
0.7908910320567362,395
0.803758340415712,399
0.7813627429246982,384
0.7944994081489589,402
0.7857964592905825,400
0.8000008159670019,385
0.8001452024444444,385
0.819765489632405,376
0.8199162012758628,379
0.8064505249281654,386
0.7951873631902078,398
0.7943891238398687,408
0.7985247791890917,370
0.7925675873650462,434
0.7938504868788335,397
0.7095793646493613,389
0.7658063428360725,400
0.7692120458901048,398
0.7999130198216037,397
0.7156878748117811,398
0.7958368030764933,381
0.7943613761401349,379
0.7889716352007716,381
0.7970179167599561,390
0.7975999234025296,408
0.7713390484550996,386
0.8284123483779764,356
0.7986718881560613,409
0.7859044119030532,377
