accuracy,failures
0.5810016337905648,361
0.5620391061225305,376
0.5725632913965507,370
0.5808896761461775,362
0.5731389547399888,367
0.5704372735528455,369
0.5649933717261513,375
0.5816334211187103,359
0.551756918847992,386
0.5692156716178741,367
0.6016500030383382,341
0.5840099352907319,354
0.5921482964741571,349
0.5884632189899166,352
0.581785644087858,358
0.5814090805202131,360
0.5687244615370232,367
0.5793883065312642,361
0.5552153701447482,380
0.564603605164424,372
0.5459763764820724,392
0.5741772082829799,368
0.5626183913331422,374
0.580764990080091,361
0.5957608888985839,349
0.5608937218887577,377
0.5775016408391174,362
0.5911200233200472,349
0.5858683460022169,354
0.5782262198329758,360
