accuracy,failures
0.902985362822172,74
0.8888060881156965,75
0.9034446927626686,70
0.8934817268636808,78
0.900160842944209,77
0.9003932817673683,76
0.9034018655826427,75
0.8755013333357562,87
0.9124648756388374,58
0.9075641755495173,69
0.9007269501995523,74
0.8706108293118656,86
0.9290413977732689,53
0.8919049258769564,81
0.9146573818891405,63
0.9145022937597787,63
0.8976688266914511,73
0.9064920673458801,67
0.8958735292914897,77
0.8644999520270893,77
0.8941779043135528,77
0.8855496479239956,79
0.9010916333529767,74
0.9106759476049469,65
0.91351046262795,65
0.8779801601128667,64
0.8878907660808415,74
0.8954616078624689,73
0.9084596766579128,67
0.9159416730154623,62
