accuracy,failures
0.5643631498958568,145
0.6193337390306601,138
0.5375402569727274,141
0.35243753520288423,143
0.6418157645213898,144
0.5614130473773903,139
0.6509864502849882,138
0.5584741793166779,149
0.5637713431081582,150
0.6397438348924818,137
0.6092348945527284,134
0.6179451010709354,140
0.5754356671975378,150
0.5729231348572381,139
0.5741710448278349,145
0.5640052060905494,144
0.5525700483395477,144
0.5411802638251575,149
0.6206429921417341,145
0.5207263500807188,143
0.6411214189424268,134
0.6313742760056905,140
0.5282928020268641,146
0.6250206332575692,147
0.6181804711771758,143
0.5853696530983641,138
0.6523217391729782,134
0.6005186203462021,134
0.6483363877041906,137
0.626793570197267,132
