accuracy,failures
0.9117676363132039,66
0.9119158238137919,61
0.9220954751726294,63
0.9216611790568154,59
0.9026915534158296,69
0.9154346166940079,61
0.9178586658571052,56
0.9255947037184397,57
0.9160059241241922,61
0.9155827248844175,61
0.9168249017973056,60
0.932622051472374,54
0.9200177976342601,56
0.920664391957998,54
0.9386903453888635,47
0.9396390862046111,45
0.9233034240709129,61
0.9162159960317663,58
0.9342929136713541,50
0.9292445389634488,53
0.9363966255943578,51
0.9308247796151476,51
0.9260894113371952,57
0.9268166006719034,55
0.911822609593175,59
0.9180290313403163,56
0.9115652100700999,67
0.9264488719960347,50
0.9273018237639055,59
0.9297807827611885,55
